관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,용적율,지상층수,지하층수,승강기_수,주차_대수
11590-15550,,지상,서울특별시 동작구 만양로18길 22,148.7,3,1,0,0
11650-2349,,지상,서울특별시 서초구 동작대로 194,171.94,3,1,0,0
11560-17225,,지상,서울특별시 영등포구 양평로22길 4,203.28,4,1,0,4
11650-18773,,지상,서울특별시 서초구 염곡말길 17-5,99.69,2,1,0,5
11560-17275,11560-2101,지상,서울특별시 영등포구 선유로51길 3-1,0.0,2,1,0,0
11560-30745,,지상,서울특별시 영등포구 도림로 152-6,0.0,2,1,0,0
11170-1087,,지상,서울특별시 용산구 효창원로69길 3,29.9,1,0,0,0
11560-30613,,지상,서울특별시 영등포구 대림로 198,0.0,4,1,0,8
11620-35046,,지상,서울특별시 관악구 호암로24길 51,232.55,5,1,0,4
11170-10767,,지상,서울특별시 용산구 원효로63길 11,53.65,1,0,0,0
11620-34932,,지상,서울특별시 관악구 인헌길 76,171.79,4,1,0,3
11170-10153,,지상,서울특별시 용산구 대사관로5길 1,154.6,3,4,1,16
11620-34692,,지상,서울특별시 관악구 낙성대로 12,229.49,5,1,0,4
11560-2658,11560-244,지상,서울특별시 영등포구 경인로 846,0.0,1,0,0,0
11620-34526,,지상,서울특별시 관악구 은천로 132,169.38,4,1,0,1
11170-18515,,지상,서울특별시 용산구 원효로83길 5-10,229.09,5,1,0,4
11620-34121,,지상,서울특별시 관악구 봉천로 289,236.87,5,1,1,0
11590-15367,,지상,서울특별시 동작구 흑석로 101-5,167.1,4,1,0,3
11590-14769,,지상,서울특별시 동작구 사당로23아길 6,0.0,4,1,0,0
11590-14676,,지상,서울특별시 동작구 장승배기로 149-1,0.0,2,0,0,0
11590-14237,,지상,서울특별시 동작구 장승배기로 118-1,173.16,3,1,0,0
11620-34045,,지상,서울특별시 관악구 신림로7나길 38,267.44,5,0,0,5
11590-13736,,지상,서울특별시 동작구 여의대방로22가길 10,224.65,4,1,4,5
11170-22059,,지상,서울특별시 용산구 한강대로40길 20,0.0,2,0,0,0
11170-22037,,지상,서울특별시 용산구 우사단로12길 7,98.79,2,1,0,0
11620-32680,,지상,서울특별시 관악구 신림로 199,191.96,4,1,0,4
11170-20788,,지상,서울특별시 용산구 청파로71길 10,257.6,3,1,0,0
11620-32265,,지상,서울특별시 관악구 관악로16길 38,150.98,3,1,0,0
11170-2054,,지상,서울특별시 용산구 원효로41길 11,0.0,1,0,0,0
11170-16870,,지상,서울특별시 용산구 한강대로62길 35,0.0,2,1,0,0
11170-10995,,지상,서울특별시 용산구 원효로80길 11,0.0,2,0,0,0
11170-10946,,지상,서울특별시 용산구 회나무로41길 4,82.01,3,1,0,0
11170-14794,,지상,서울특별시 용산구 이태원로 245,0.0,2,1,0,0
11170-14808,,지상,서울특별시 용산구 새창로45길 16,0.0,2,0,0,0
11350-11294,,지상,서울특별시 노원구 한글비석로24바길 19,0.0,4,1,0,0
11350-11551,,지상,서울특별시 노원구 동일로 1044,0.0,4,1,0,0
11560-2237,,지상,영등포동 319-0,0.0,2,0,0,0
11170-26479,,지상,서울특별시 용산구 대사관로 58,198.82,4,1,0,6
11560-35648,,지상,서울특별시 영등포구 영등포로 2,0.0,1,0,0,0
11620-4047,,지상,서울특별시 관악구 대학2길 14,135.41,4,1,0,0
11170-25928,,지상,서울특별시 용산구 한남대로18길 28,174.52,4,1,0,0
11350-11761,,지상,서울특별시 노원구 한글비석로20길 16,212.99,4,1,0,3
11170-100223999,,지상,서울특별시 용산구 대사관로15길 8-3,149.93,4,2,1,6
11170-100218059,,지상,서울특별시 용산구 청파로 297,240.2,8,1,1,4
11590-24801,,지상,서울특별시 동작구 대림로 25,0.0,5,1,0,0
11350-5095,11350-472,지상,서울특별시 노원구 노원로 466,191.17,4,1,0,0
11590-22922,,지상,서울특별시 동작구 상도로 114,198.55,4,1,0,0
11590-25683,,지상,서울특별시 동작구 흑석로 22,199.5,4,1,0,3
11650-100296110,,지상,서울특별시 서초구 효령로27길 32,146.1353,5,1,1,3
11200-5326,,지상,서울특별시 성동구 왕십리로 328-1,0.0,3,0,0,0
11530-14603,,지상,서울특별시 구로구 가마산로22길 11,0.0,2,1,0,0
11560-11679,,지상,서울특별시 영등포구 도림로112길 20-1,0.0,4,1,0,0
11320-5832,,지상,서울특별시 도봉구 시루봉로 220,239.2,5,1,0,7
11560-8969,,지상,서울특별시 영등포구 당산로27길 21-1,0.0,4,1,0,0
11200-20818,,지상,서울특별시 성동구 성수일로10길 13-7,199.69,4,1,0,4
11200-20858,,지상,서울특별시 성동구 아차산로7길 28,0.0,2,1,0,0
11620-5768,,지상,서울특별시 관악구 신림로21길 84,224.56,4,1,0,4
11560-8788,,지상,서울특별시 영등포구 당산로26길 5,0.0,4,1,0,0
11560-8626,,지상,서울특별시 영등포구 국회대로36길 6-1,292.55,4,1,0,0
11560-8436,,지상,서울특별시 영등포구 선유동1로 26,219.44,6,0,1,3
11200-20934,,지상,서울특별시 성동구 아차산로7길 46,204.1,3,1,0,0
11560-8413,,지상,서울특별시 영등포구 양산로 92,299.53,5,1,0,4
11620-100257888,,지상,서울특별시 관악구 관천로10길 10,329.62,7,1,1,4
11560-8021,,지상,서울특별시 영등포구 당산로20길 8,263.74,5,1,0,3
11230-4130,11230-254,지상,용두동 38-2,0.0,1,0,0,0
11230-36893,,지상,서울특별시 동대문구 왕산로 33,0.0,5,1,0,2
11230-36437,,지상,서울특별시 동대문구 무학로36길 17,163.59,3,1,0,0
11230-35948,,지상,서울특별시 동대문구 천호대로 76-4,145.2,3,1,0,0
11560-7356,,지상,서울특별시 영등포구 당산로10길 8,0.0,1,0,0,0
11230-35053,,지상,서울특별시 동대문구 회기로8길 34,0.0,4,1,0,0
11590-8662,,지상,서울특별시 동작구 대림로 56,245.51,5,1,0,10
11620-17778,,지상,서울특별시 관악구 신림로50길 24,235.61,5,1,0,4
11620-34423,,지상,서울특별시 관악구 관천로11길 87,248.78,5,1,0,0
11305-14805,,지상,서울특별시 강북구 한천로109길 72,299.32,6,1,1,10
11305-1482,,지상,서울특별시 강북구 월계로 75,332.87,6,1,1,12
11305-14934,,지상,서울특별시 강북구 오현로34길 12,197.73,4,1,0,7
11305-15238,,지상,서울특별시 강북구 한천로123길 62,154.35,4,1,0,0
11305-16670,,지상,서울특별시 강북구 한천로 1000,241.97,5,0,1,6
11305-1686,,지상,서울특별시 강북구 도봉로6길 54,268.85,5,1,0,6
11305-16976,,지상,서울특별시 강북구 도봉로 380,247.92,5,1,0,7
11305-18456,,지상,서울특별시 강북구 수유로 76,0.0,3,1,0,0
11305-18462,,지상,서울특별시 강북구 수유로 82,174.19,4,1,0,0
11200-4745,,지상,서울특별시 성동구 무학로10길 16,198.98,4,1,0,0
11560-4932,11560-902,지상,영등포동5가 4-0,0.0,1,0,0,0
11320-11707,11320-433,지상,서울특별시 도봉구 덕릉로63가길 94,0.0,4,1,0,0
11560-25969,,지상,서울특별시 영등포구 신풍로23길 11-1,0.0,3,1,0,0
11320-12081,,지상,서울특별시 도봉구 도봉로116길 5,53.28,1,1,0,0
11320-1211,,지상,서울특별시 도봉구 도봉로115길 11,203.87,4,1,0,3
11320-12519,,지상,서울특별시 도봉구 노해로 273,94.38,3,0,0,5
11320-12607,,지상,서울특별시 도봉구 해등로 133,256.09,5,1,0,3
11650-3247,,지상,서울특별시 서초구 서초대로25길 55,110.34,3,1,0,5
11320-14889,,지상,서울특별시 도봉구 도봉로169가길 13,204.85,5,1,0,2
11560-4930,11560-902,지상,영등포동5가 4-0,0.0,2,0,0,0
11320-16203,,지상,서울특별시 도봉구 도봉로168길 20,159.83,3,0,0,2
11320-16853,11320-100203440,지상,서울특별시 도봉구 도봉로 767,0.0,2,1,0,0
11320-17000,11320-75,지상,도봉동 31-0,0.0,1,0,0,0
11650-14529,,지상,서울특별시 서초구 남부순환로347길 65,302.42,6,1,0,6
11590-18810,,지상,서울특별시 동작구 서달로 157,0.0,3,1,0,0
11350-8276,,지상,서울특별시 노원구 상계로 79,0.0,1,0,0,0
11545-8267,,지상,서울특별시 금천구 시흥대로41길 3,298.37,6,1,1,10
11590-9724,,지상,서울특별시 동작구 사당로16길 84,0.0,2,1,0,0
11530-5223,,지상,서울특별시 구로구 고척로 143,0.0,4,1,0,0
11530-5009,,지상,서울특별시 구로구 구로동로 130-2,89.91,2,1,0,1
11620-22940,,지상,서울특별시 관악구 봉천로23길 8,116.63,3,0,0,1
11590-22370,,지상,서울특별시 동작구 상도로 391,257.58,5,0,0,0
11590-20726,,지상,서울특별시 동작구 동작대로27가길 26,191.99,4,1,0,2
11590-19646,,지상,서울특별시 동작구 만양로13길 17,155.57,4,1,0,4
11200-3610,,지상,서울특별시 성동구 무학봉15길 10-1,0.0,4,1,0,0
11620-10347,,지상,서울특별시 관악구 남부순환로 1799,398.83,9,1,1,43
11470-10268,,지상,서울특별시 양천구 곰달래로13길 22,0.0,3,1,0,0
11560-29881,11560-1102,지상,신길동 17-2,0.0,1,0,0,0
11560-13484,11560-1025,지상,문래동1가 77-0,0.0,1,0,0,0
11560-13712,,지상,서울특별시 영등포구 경인로 727,279.95,6,3,1,40
11620-28903,,지상,서울특별시 관악구 대학7길 42,268.63,5,0,0,3
11620-28511,,지상,서울특별시 관악구 미성3길 20,0.0,3,1,0,0
11560-4536,,지상,서울특별시 영등포구 영중로6길 23-2,0.0,5,1,0,0
11650-14857,,지상,서울특별시 서초구 효령로68길 66,0.0,4,1,0,6
11560-7355,,지상,서울특별시 영등포구 당산로10길 8,0.0,1,0,0,0
11620-23791,,지상,서울특별시 관악구 청림6길 19-3,288.41,3,1,0,0
11650-100248381,,지상,서울특별시 서초구 사평대로57길 28,194.6396,5,0,0,2
11560-5479,11560-753,지상,서울특별시 영등포구 양산로 194,0.0,1,0,0,0
11560-5441,11560-1333,지상,영등포동6가 1-0,0.0,2,0,0,0
11590-6686,,지상,서울특별시 동작구 노량진로16길 34,217.88,3,0,0,0
11560-5440,11560-1333,지상,영등포동6가 1-0,0.0,1,0,0,0
11560-5439,11560-1333,지상,영등포동6가 1-0,0.0,1,0,0,0
11140-11999,,지상,서울특별시 중구 을지로35길 55,0.0,6,0,0,0
11620-9422,,지상,서울특별시 관악구 신사로 128-1,248.93,5,1,0,3
11650-14962,,지상,서울특별시 서초구 효령로 266,248.66,8,1,1,4
11620-11235,,지상,서울특별시 관악구 신림로18가길 31,244.08,5,1,0,7
11140-11357,,지상,서울특별시 중구 을지로 173,0.0,5,0,0,0
11140-10550,,지상,서울특별시 중구 퇴계로53길 6-9,211.37,3,0,0,0
11560-14125,,지상,서울특별시 영등포구 문래로 149-1,0.0,1,0,0,0
11380-7570,11380-7,지상,서울특별시 은평구 불광로 59,0.0,4,1,0,0
11380-7569,11380-7,지상,서울특별시 은평구 불광로 59,0.0,4,1,0,0
11560-10052,,지상,서울특별시 영등포구 당산로 244,0.0,1,0,0,0
11560-5696,,지상,서울특별시 영등포구 영신로38길 4,0.0,1,0,0,0
11140-3023,,지상,서울특별시 중구 세종대로12길 25,0.0,1,0,0,0
11650-3538,,지상,서울특별시 서초구 서초대로 49,0.0,4,1,0,0
11650-3468,,지상,서울특별시 서초구 도구로 123-8,0.0,5,1,0,0
11590-2978,11590-109,지상,서울특별시 동작구 성대로1길 26,95.27,2,0,0,0
11590-8045,,지상,서울특별시 동작구 대림로 39-1,149.13,3,1,0,2
11590-10665,,지상,서울특별시 동작구 양녕로28길 8,274.63,5,1,1,7
11620-3051,11620-539,지상,서울특별시 관악구 관악로13길 21,0.0,2,1,0,0
11650-18397,,지상,서울특별시 서초구 샘마을1길 9-3,21.96,1,1,0,0
11305-19094,,지상,서울특별시 강북구 수유로 62-1,0.0,2,1,0,0
11140-2500,,지상,서울특별시 중구 남대문시장4길 28-12,0.0,3,1,0,0
11140-2499,,지상,서울특별시 중구 남대문시장4길 28-12,0.0,3,0,0,0
11140-24759,11140-34,지상,서울특별시 중구 청파로 443,0.0,1,0,0,0
11305-20868,,지상,서울특별시 강북구 한천로 1046,95.57,3,1,0,0
11305-21055,,지상,서울특별시 강북구 한천로 1076,177.28,4,1,0,3
11305-21083,11305-589,지상,서울특별시 강북구 한천로 1075,0.0,5,1,0,8
11305-2200,,지상,서울특별시 강북구 도봉로10길 46,188.02,4,1,0,3
11305-23014,,지상,서울특별시 강북구 삼양로 461,0.0,4,1,0,3
11305-23026,,지상,서울특별시 강북구 삼양로 475,0.0,2,1,0,0
11560-15587,11560-151,지상,서울특별시 영등포구 영등포로 81-4,0.0,2,0,0,0
11305-23027,,지상,서울특별시 강북구 삼양로 473-1,0.0,1,1,0,0
11560-15591,11560-151,지상,서울특별시 영등포구 영등포로 81-4,0.0,2,0,0,0
11305-26685,,지상,서울특별시 강북구 인수봉로 280-1,212.49,5,1,0,2
11320-2625,,지상,서울특별시 도봉구 우이천로 350,0.0,2,1,0,0
11560-100187644,11560-584,지상,서울특별시 영등포구 영등포로 343-10,0.0,2,0,0,0
11560-100187645,11560-584,지상,서울특별시 영등포구 영등포로 343-10,0.0,2,0,0,0
11140-24756,11140-34,지상,서울특별시 중구 청파로 443,0.0,2,0,0,0
11140-20780,,지상,서울특별시 중구 동호로 210,250.96,5,1,0,0
11140-24588,,지상,순화동 7-14,0.0,1,0,0,0
11140-20237,,지상,서울특별시 중구 동호로12길 35,161.43,4,1,0,2
11140-23242,11140-965,지상,황학동 720-0,0.0,1,0,0,0
11140-23241,11140-965,지상,황학동 720-0,19.56,2,0,0,0
11140-22007,,지상,서울특별시 중구 동호로17길 210,139.13,2,1,0,0
11650-17000,,지상,서울특별시 서초구 서초중앙로28길 10,0.0,5,2,0,5
11650-16998,,지상,서울특별시 서초구 서초대로55길 3,299.06,6,1,1,10
11650-16991,,지상,서울특별시 서초구 서초중앙로26길 18,296.99,6,2,1,7
11650-16835,,지상,서울특별시 서초구 서초중앙로20길 40,216.82,5,1,0,6
11650-16469,,지상,서울특별시 서초구 사임당로 74,196.88,5,1,1,10
11140-10796,,지상,서울특별시 중구 장충단로7길 12-5,0.0,2,0,0,0
11650-15950,,지상,서울특별시 서초구 서초대로50길 93,0.0,6,1,0,6
11650-15948,,지상,서울특별시 서초구 서초대로50길 79,149.08,3,1,0,5
11650-15947,,지상,서울특별시 서초구 서초대로50길 75,0.0,5,2,0,5
11650-15936,,지상,서울특별시 서초구 서초중앙로 103,147.86,3,1,0,2
11110-7456,,지상,서울특별시 종로구 자하문로 67-1,0.0,3,1,0,0
11650-14407,,지상,서울특별시 서초구 서운로 41,38.43,1,1,0,6
11140-9632,,지상,서울특별시 중구 동호로 249,0.0,3,0,0,0
11650-14405,,지상,서울특별시 서초구 서운로11길 3,0.0,3,1,0,0
11140-9458,,지상,서울특별시 중구 동호로24길 3,242.97,5,1,0,3
11140-10781,,지상,서울특별시 중구 장충단로7길 12-5,0.0,2,0,0,0
11140-11000,11140-492,지상,서울특별시 중구 청계천로 260-9,0.0,6,0,0,0
11140-11034,,지상,서울특별시 중구 장충단로13길 34,0.0,0,1,0,0
11200-17171,,지상,서울특별시 성동구 왕십리로4길 26-22,111.27,2,1,0,0
11140-12083,,지상,서울특별시 중구 청계천로 190,0.0,6,0,0,0
11140-12428,,지상,서울특별시 중구 동호로 386-5,0.0,2,0,0,0
11140-12430,,지상,서울특별시 중구 동호로 388-1,0.0,2,0,0,0
11140-24713,,지상,서울특별시 중구 새문안로 28,0.0,2,0,0,0
11140-12431,,지상,서울특별시 중구 을지로35길 56,0.0,5,0,0,0
11140-24815,,지상,서울특별시 중구 청파로 429-6,0.0,3,1,0,0
11140-12434,,지상,서울특별시 중구 을지로35길 54,0.0,1,0,0,0
11140-11117,,지상,서울특별시 중구 을지로43길 34,267.63,4,1,0,0
11140-12435,,지상,서울특별시 중구 을지로35길 54,0.0,6,1,0,0
11140-12446,,지상,서울특별시 중구 청계천로 216,0.0,4,0,0,0
11140-14307,,지상,서울특별시 중구 충무로 21-21,129.48,2,0,0,0
11140-12449,,지상,서울특별시 중구 동호로 387,0.0,2,0,0,0
11140-14318,,지상,서울특별시 중구 충무로 21-19,288.42,4,0,0,0
11140-12455,,지상,서울특별시 중구 동호로 390-2,0.0,4,1,0,0
11140-12458,,지상,서울특별시 중구 동호로 390,0.0,2,1,0,0
11140-12494,,지상,서울특별시 중구 동호로 377,0.0,2,0,0,0
11140-12753,,지상,오장동 90-5,0.0,2,0,0,0
11140-12784,,지상,서울특별시 중구 퇴계로51길 27,0.0,3,0,0,0
11200-8892,,지상,서울특별시 성동구 고산자로8길 22,156.21,3,1,0,1
11620-30766,,지상,서울특별시 관악구 호암로18가길 1,197.87,4,1,0,5
11170-13845,,지상,서울특별시 용산구 이태원로45길 43,75.5224,2,1,0,2
11620-30746,,지상,서울특별시 관악구 남부순환로172길 48,0.0,4,1,0,0
11200-8593,,지상,서울특별시 성동구 왕십리로 231,0.0,4,0,0,0
11170-12059,,지상,서울특별시 용산구 녹사평대로40나길 26,98.47,2,1,0,0
11140-22688,11140-996,지상,황학동 141-0,0.0,2,0,0,0
11320-8051,,지상,서울특별시 도봉구 방학로6가길 83,148.2,3,1,0,2
11320-8162,,지상,서울특별시 도봉구 도봉로 712,0.0,1,0,0,0
11320-8163,,지상,서울특별시 도봉구 도봉로 712,0.0,2,1,0,0
11200-100240617,,지상,서울특별시 성동구 연무장길 28-8,266.09,7,1,0,8
11200-11356,,지상,서울특별시 성동구 행당로1길 18-1,186.77,4,1,0,3
11140-22692,11140-996,지상,서울특별시 중구 마장로3길 16,189.52,3,1,0,2
11140-9380,,지상,서울특별시 중구 퇴계로52길 42-7,188.71,4,1,0,3
11110-23101,,지상,서울특별시 종로구 종로5길 38-1,0.0,4,0,0,0
11140-23079,,지상,서울특별시 중구 마장로 96,0.0,2,0,0,0
11140-23356,11140-953,지상,황학동 754-0,0.0,1,0,0,0
11620-26880,,지상,서울특별시 관악구 대학10길 45,273.04,5,1,0,4
11140-23365,11140-953,지상,황학동 754-0,0.0,2,0,0,0
11620-27076,,지상,서울특별시 관악구 신림로11길 20,0.0,3,1,0,0
11140-23367,11140-953,지상,서울특별시 중구 퇴계로81길 20,0.0,2,0,0,0
11140-23368,11140-953,지상,황학동 754-0,0.0,2,0,0,0
11620-27365,,지상,서울특별시 관악구 문성로38길 3,155.97,3,1,0,0
11620-27511,,지상,서울특별시 관악구 은천로 38,0.0,3,1,0,0
11620-28077,,지상,서울특별시 관악구 쑥고개로 59,209.0,5,1,0,5
11140-13115,,지상,서울특별시 중구 을지로15길 8,0.0,3,1,0,0
11140-13341,,지상,서울특별시 중구 충무로5길 25,0.0,2,0,0,0
11140-14170,,지상,서울특별시 중구 수표로 14,426.21,5,0,0,0
11620-28369,,지상,서울특별시 관악구 시흥대로 570,258.65,5,1,0,0
11140-16226,11140-1108,지상,서울특별시 중구 퇴계로 412,0.0,3,0,0,0
11140-16235,,지상,서울특별시 중구 다산로44길 5,0.0,2,1,0,0
11140-16239,,지상,서울특별시 중구 다산로44길 3,226.01,3,0,0,0
11140-18643,,지상,서울특별시 중구 다산로33다길 28,0.0,3,1,0,0
