건축물대장 관리번호,용적율,지상층수,지하층수,승강기 수,주차 대수
11215-15508,160.83,4,0,0,2
11560-14014,0.0,2,1,0,0
11590-29265,137.88,2,0,0,0
11620-15454,0.0,3,1,0,0
11440-30298,47.77,2,1,0,0
11440-100255453,199.33,5,1,1,17
11590-8437,115.41,3,0,0,4
11680-18003,120.95,3,1,0,5
11440-15032,0.0,1,0,0,0
11440-15033,0.0,1,0,0,0
11680-100266074,148.74,3,1,0,5
11680-12992,0.0,2,1,0,0
11680-15825,214.84,5,1,1,7
11710-5743,60.94,2,0,0,2
11710-5757,248.64,5,1,0,4
11680-1000000000000000086013,247.12,6,1,1,8
11110-7624,210.23,3,0,0,0
11710-5788,0.0,3,1,0,2
11710-5797,145.99,4,1,0,2
11710-5882,0.0,5,1,0,5
11440-31509,0.0,2,1,0,0
11410-16367,111.61,2,0,0,1
11410-17017,0.0,4,1,0,0
11710-5970,233.27,5,1,1,6
11110-9192,0.0,1,0,0,0
11110-9295,186.56,3,1,0,0
11710-6019,199.34,4,1,0,2
11710-6097,265.87,5,1,0,6
11680-22643,208.63,5,1,0,6
11710-8850,81.25,2,0,0,2
11710-8964,129.4,3,1,0,7
11710-100464682,47.33,1,0,0,8
11710-9006,0.0,5,1,0,4
11680-2943,42.72,2,1,0,32
11215-10723,149.34,3,1,0,2
11500-25050,0.0,2,0,0,0
11680-23831,185.76,4,1,0,3
11470-20848,199.85,4,2,1,30
11470-4043,318.54,6,1,0,5
11170-24995,0.0,2,1,0,0
11650-18782,40.36,1,0,0,0
11260-15728,0.0,3,1,0,0
11650-100264655,203.8,8,0,1,4
11230-18182,147.51,4,1,0,0
11170-6054,0.0,2,0,0,0
11230-34952,0.0,2,1,0,0
11230-15620,131.15,2,0,0,0
11590-13023,16.13,1,0,0,0
11590-14981,0.0,1,0,0,0
11290-2292,111.91,3,0,0,3
11290-8586,130.92,3,1,0,0
11620-100260168,193.31,4,0,0,3
11320-5428,0.0,3,1,0,7
11560-5282,0.0,1,0,0,0
11110-21317,0.0,1,0,0,0
11680-100225410,247.94,6,3,1,11
11110-26516,113.65,2,0,0,0
11620-100201004,283.76,5,1,0,1
11620-100248832,297.11,8,1,1,4
11620-100249552,248.47,6,0,1,4
11545-4923,224.98,5,1,0,4
11620-21213,282.34,5,1,0,4
11290-38542,0.0,2,0,0,0
11650-15743,181.68,4,1,0,5
11545-6349,0.0,3,1,0,0
11350-9649,0.0,2,1,0,0
11560-14009,0.0,2,1,0,0
11560-14550,0.0,1,0,0,0
11530-24478,0.0,1,0,0,0
11560-17625,8.22,1,0,0,0
11440-18999,173.43,4,1,0,2
11650-15714,79.14,2,0,0,4
11680-100247589,248.44,6,1,1,5
11740-6990,228.55,5,1,0,2
11680-22654,0.0,2,0,0,0
11410-1314,0.0,1,0,0,0
11170-21971,177.09,3,1,0,0
11260-3485,154.35,3,1,0,0
11440-7778,0.0,2,1,0,0
11290-38497,0.0,3,1,0,0
11740-100229445,0.0,0,1,0,0
11530-23651,208.37,4,1,0,0
11530-23989,15.03,1,0,0,0
11470-15484,140.3066,2,1,0,0
11500-10796,219.44,4,0,0,4
11560-4548,0.0,2,0,0,0
11230-15850,0.0,2,0,0,0
11530-15479,71.95,2,0,0,2
11530-24097,0.0,3,1,0,0
11500-23817,130.18,3,1,0,0
11590-22260,0.0,3,1,0,0
11440-20560,0.0,2,1,0,0
11620-6090,0.0,2,1,0,0
11680-5393,211.25,4,1,0,4
11650-15921,297.97,5,1,1,3
11110-13619,215.6,3,0,0,0
11710-20853,251.76,5,1,0,8
11260-30704,227.85,5,1,0,4
11710-6170,271.97,5,2,0,10
11710-6339,193.36,5,1,0,4
11710-9100,359.88,6,1,1,10
11710-13602,0.0,5,1,0,3
11710-9109,212.77,5,1,0,7
11710-9110,34.18,1,0,0,0
11710-20118,0.0,5,1,0,6
11710-9204,112.09,2,1,0,5
11710-9205,0.0,5,1,0,2
11710-9225,148.43,3,1,0,9
11710-9241,187.45,4,1,0,4
11680-15592,252.32,5,1,0,5
11215-3526,174.56,4,1,0,3
11215-12217,197.77,4,1,1,3
11230-100197484,326.19,9,1,1,2
11560-17905,0.0,1,0,0,0
11710-22658,0.0,3,1,0,0
11380-7632,0.0,3,1,0,0
11410-29789,0.0,3,1,0,1
11500-11748,59.42,1,0,0,0
11200-15157,0.0,2,1,0,0
11200-18873,0.0,4,1,0,4
11200-18938,0.0,1,0,0,0
11200-20998,0.0,3,1,0,0
11200-21592,0.0,3,1,0,0
11680-100266236,96.95,2,1,1,4
11740-2441,46.13,1,1,0,5
11110-14017,0.0,3,0,0,0
11560-15112,0.0,1,0,0,0
11110-17679,0.0,1,0,0,0
11110-18100,0.0,3,1,0,0
11680-16657,231.79,4,1,1,7
11545-15480,0.0,2,1,0,0
11110-19539,0.0,1,0,0,0
11620-6835,213.57,4,1,0,2
11620-35219,0.0,4,1,0,0
11620-4957,96.2,2,0,0,0
11620-7294,203.89,4,1,0,2
11350-12614,159.73,3,1,0,8
11380-1494,115.13,2,1,0,2
11380-16485,0.0,3,1,0,0
11200-22424,0.0,3,1,0,0
11620-31073,293.43,6,1,1,8
11260-16125,276.97,6,1,0,13
11620-32505,197.63,4,1,0,0
11680-21420,48.17,1,1,0,4
11230-33833,90.0,1,0,0,0
11230-35621,164.43,3,1,0,0
11710-9593,226.0,5,1,0,9
11560-7501,311.93,4,1,0,0
11560-8429,145.99,2,0,0,0
11680-22240,208.88,4,1,0,2
11680-22767,77.55,2,1,0,4
11710-10754,137.62,3,1,0,5
11560-2828,65.41,1,0,0,0
11500-24315,119.28,4,1,0,0
11500-25771,0.0,1,0,0,0
11560-5368,59.79,1,0,0,0
11560-8169,0.0,2,0,0,0
11470-100241348,292.81,5,1,1,16
11410-24222,0.0,4,1,0,0
11740-100244884,168.73,4,1,0,2
11140-24120,35.19,1,0,0,0
11530-3996,0.0,1,0,0,0
11530-3997,0.0,2,0,0,0
11380-3727,0.0,4,1,0,4
11200-6709,0.0,1,0,0,0
11215-23216,221.81,4,1,0,2
11530-4042,0.0,4,1,0,0
11530-4635,0.0,5,0,0,0
11530-100186437,118.85,2,0,0,2
11530-15320,223.55,4,1,1,16
11680-100302480,199.26,5,1,1,5
11230-12443,0.0,3,1,0,0
11290-11813,0.0,1,0,0,0
11290-35975,0.0,3,1,0,1
11710-24784,197.33,4,1,0,4
11710-24839,0.0,5,1,0,4
11710-3674,49.75,3,1,0,6
11710-24756,72.15,2,1,0,0
11740-4755,193.9,4,1,0,4
11110-14998,0.0,2,0,0,0
11110-21191,0.0,1,0,0,0
11110-17719,181.38,4,1,0,7
11200-100226817,53.0,1,0,0,0
11110-19418,0.0,2,0,0,0
11710-3835,0.0,5,1,0,4
11470-16615,0.0,4,1,1,0
11110-27642,169.62,3,0,0,0
11260-100224212,152.56,4,0,0,3
11440-14616,0.0,3,1,0,0
11170-1217,0.0,2,0,0,0
11440-19007,216.65,4,1,0,3
11170-23332,169.9,3,1,0,0
11170-24983,132.74,3,1,0,2
11650-8082,271.05,5,1,0,7
11710-24964,95.26,5,1,0,3
11680-5218,81.6618,2,1,0,0
11710-9408,275.07,5,0,0,4
11710-9370,0.0,3,1,0,0
11710-5486,199.97,5,1,1,4
11710-6117,0.0,5,1,0,5
11305-22947,117.7157,2,0,0,0
11215-16135,192.5,4,1,0,2
11320-4120,142.72,3,1,0,0
11320-6258,218.25,5,1,0,5
11305-23014,0.0,4,1,0,3
11350-7072,270.2,6,0,1,5
11560-30814,298.61,6,1,1,11
11215-23274,182.38,4,1,0,2
11545-11104,148.63,3,1,0,3
11530-11041,147.02,3,1,0,2
11230-35045,133.09,3,1,0,0
11530-24766,54.96,1,0,0,0
11290-13567,173.0338,3,1,0,0
11110-22496,0.0,3,0,0,0
11110-23232,0.0,1,0,0,0
11470-19359,199.35,4,1,0,4
11545-16783,0.0,3,1,0,0
11470-2890,44.46,4,1,0,11
11470-2891,0.0,2,0,0,0
11680-20188,0.0,5,1,0,9
11545-9385,0.0,1,1,0,0
11710-100229913,69.49,2,0,0,0
11410-14698,126.8,3,1,0,0
11545-9567,149.02,3,1,0,4
11290-10259,112.8,2,1,0,0
11260-21337,229.59,4,1,0,3
11410-8726,0.0,3,1,0,0
11680-12847,188.95,5,1,0,4
11410-1241,0.0,3,1,0,0
11440-16908,125.61,2,0,0,0
11440-17112,0.0,1,0,0,0
11440-2000,0.0,1,0,0,0
11560-19502,102.0,5,2,0,96
11590-13707,71.03,1,0,0,0
11545-1929,0.0,1,0,0,0
11590-15659,157.39,2,0,0,0
11590-20493,0.0,3,1,0,0
11590-22217,0.0,5,1,0,0
11620-100181541,294.89,6,0,0,3
11740-10173,0.0,2,0,0,0
11740-10603,58.23,1,0,0,0
11440-22104,0.0,2,1,0,0
11740-14538,205.7,5,1,0,8
11215-11774,0.0,1,0,0,0
11680-24285,0.0,4,1,0,0
11230-21437,0.0,3,1,0,0
11230-30021,0.0,3,1,0,0
11215-10290,249.67,5,1,0,4
11305-27351,247.21,5,2,1,4
11530-6974,178.11,5,1,0,6
11530-7214,99.11,2,1,0,0
11680-8382,202.81,5,0,0,4
11590-30576,196.37,4,2,0,4
11590-8388,148.37,3,1,0,2
11740-5540,0.0,3,1,0,0
11620-17174,0.0,1,0,0,0
11350-100198491,37.63,1,0,0,0
11380-15276,193.2,4,1,0,3
11380-15430,38.16,2,1,0,0
11200-8429,0.0,3,0,0,0
11710-24995,0.0,4,1,0,3
11410-1545,0.0,2,0,0,0
11410-1546,0.0,1,0,0,1
11590-9009,144.51,4,1,0,3
11710-23200,0.0,2,1,0,0
11110-12279,0.0,1,0,0,0
11710-5279,0.0,4,1,0,4
11680-2607,0.0,1,1,0,0
11440-100196551,59.8,2,0,0,11
11620-100195902,327.63,7,0,1,2
11170-22728,89.2608,2,1,0,0
11215-7765,0.0,2,1,0,0
11590-13351,0.0,1,0,0,0
11440-20266,103.31,2,1,0,0
11440-20445,185.7,4,1,0,2
11215-7841,0.0,3,1,0,0
11440-25079,0.0,3,1,0,0
11440-25242,0.0,4,1,0,0
11440-24179,214.87,4,1,0,3
11215-7727,322.53,4,1,0,16
11710-9580,0.0,4,1,0,2
11260-100195816,0.0,2,1,0,0
11710-9604,259.64,6,1,0,8
11740-100240624,147.19,4,1,0,2
11740-11771,264.07,5,1,0,6
11740-11864,0.0,3,1,0,3
11710-9663,297.75,6,0,1,6
11710-9681,119.5,4,1,0,8
11740-12476,0.0,3,1,0,0
11710-9690,299.94,6,0,1,6
11710-9703,245.36,6,2,0,9
11380-16481,87.4,2,1,0,6
11260-24080,198.06,4,1,0,2
11410-15964,0.0,3,0,0,0
11560-100220678,311.08,7,1,1,32
11260-21132,0.0,2,1,0,0
11110-27166,0.0,3,0,0,0
11110-28365,0.0,1,0,0,0
11110-29422,0.0,3,0,0,0
11110-4158,0.0,3,0,0,0
11500-7682,193.7,4,0,1,8
11260-25864,0.0,3,1,0,0
11110-7474,0.0,3,1,0,0
11530-100217912,0.0,0,0,0,0
11530-11260,148.61,3,0,0,1
11530-12889,0.0,2,0,0,0
11530-15809,106.58,2,0,0,0
11170-17955,0.0,2,0,0,0
11740-900,0.0,1,0,0,0
11110-21936,0.0,1,0,0,0
11320-4115,217.55,5,1,9,5
11350-1788,0.0,3,1,0,0
11710-17366,0.0,2,1,0,0
11710-3853,75.69,2,1,0,3
11710-4603,0.0,5,1,0,2
11440-24231,41.97,1,0,0,0
11440-7103,0.0,3,1,0,0
11545-100204160,1.81,1,0,0,0
11620-100251054,315.58,8,0,1,5
11620-20386,385.26,7,2,1,20
11740-1863,0.0,4,1,0,0
11740-20049,0.0,3,1,0,0
11260-12066,177.89,5,1,0,0
11380-14655,158.46,3,1,0,0
11470-5159,231.81,4,1,0,0
11500-15443,0.0,3,1,0,0
11290-31124,66.8,1,0,0,0
11380-100188955,174.53,3,1,0,1
11440-15053,0.0,3,1,0,0
11440-23181,90.81,2,0,0,0
11320-8210,192.5,4,1,0,4
11590-18061,77.76,1,0,0,0
11350-11846,326.33,6,1,1,7
11710-100526042,101.35,2,0,0,4
11470-5562,287.44,5,1,0,16
11440-21965,252.56,5,1,0,7
11590-29025,106.01,2,1,0,0
11350-15367,402.87,8,2,0,28
11650-14652,200.24,5,1,1,4
11650-14749,219.44,5,1,1,4
11410-4465,0.0,1,0,0,0
11215-15646,45.18,1,0,0,0
11440-19488,290.69,6,1,0,5
11440-19634,211.58,5,2,1,8
11215-15507,194.41,4,1,0,4
11110-8501,0.0,2,0,0,0
11215-16950,136.95,3,1,0,0
11215-17408,0.0,4,1,0,3
11215-19570,144.9,3,1,0,2
11710-15284,0.0,4,1,0,2
11215-16234,142.93,3,1,0,3
11440-33472,108.06,2,0,0,0
11440-32666,233.96,4,1,0,6
11740-7490,51.79,1,0,0,0
11305-100231824,199.9,4,0,1,2
11440-6174,169.76,3,1,0,5
11440-6976,268.97,7,1,1,4
11620-21833,169.87,3,1,0,0
11620-23276,150.14,3,1,0,0
11710-9731,168.21,4,1,0,4
11710-9786,242.7126,5,1,0,0
11710-9812,243.5,5,1,0,7
11710-20299,0.0,2,1,0,0
11740-14507,0.0,1,0,0,0
11710-9879,30.95,1,0,0,0
11740-4477,206.42,4,1,0,2
11740-5217,0.0,1,1,0,0
11470-19144,179.14,3,0,0,0
11470-4609,0.0,5,1,0,3
11740-19466,0.0,3,1,0,2
11290-21162,0.0,3,1,0,0
11440-27844,199.2,4,0,0,2
11590-1921,0.26,1,0,0,0
11500-1434,0.0,2,1,0,11
11560-3847,0.0,2,0,0,0
11560-5024,0.0,3,1,0,0
11710-4699,186.78,4,1,0,5
11170-21214,0.0,1,0,0,0
11305-12340,0.0,3,1,0,0
11560-6944,409.85,10,3,0,22
11305-27643,0.0,4,1,0,0
11530-15819,0.0,4,1,0,0
11710-12429,0.0,3,1,0,2
11530-6957,168.03,3,0,0,0
11260-20811,141.23,3,1,0,0
11530-9729,0.0,1,0,0,0
11215-16722,0.0,2,1,0,1
11740-6659,74.95,3,1,0,0
11170-23509,62.79,1,0,0,0
11530-14217,0.0,5,1,0,0
11305-11910,199.9,4,1,0,2
11740-1189,0.0,3,0,0,0
11560-22779,214.15,5,1,0,2
11170-27519,0.0,2,0,0,0
11260-26266,104.65,2,0,0,0
11740-3689,226.8,4,1,0,2
11470-12124,296.94,6,3,1,34
11740-901,0.0,1,0,0,0
11545-17783,0.0,2,1,0,0
11545-3893,153.78,3,1,0,2
11590-20505,204.32,4,1,0,3
11650-14186,201.84,3,1,0,6
11650-15810,266.15,6,1,1,8
11620-6488,0.0,6,1,0,0
11740-4814,0.0,3,1,0,0
11740-6520,197.43,4,1,0,4
11320-9805,149.19,3,1,0,2
11740-3714,212.85,5,1,0,3
11305-4043,249.84,4,1,0,3
11740-8935,149.87,3,1,0,2
11110-12421,0.0,4,1,0,0
11620-12827,190.5,4,1,0,4
11380-7734,297.86,5,1,0,5
11140-14722,122.93,2,0,0,0
11620-1523,0.0,2,0,0,4
11440-20196,199.52,7,1,1,6
11440-25344,134.67,2,0,0,0
11530-100191395,9.2,1,0,0,0
11140-14020,0.0,3,0,0,0
11140-14021,0.0,2,0,0,0
11110-13657,161.32,3,1,0,0
11110-17471,163.4813,2,1,0,0
11710-14426,182.71,4,1,0,3
11620-17355,206.87,4,0,0,3
11140-2315,0.0,2,0,0,0
11620-26266,297.2,6,0,1,5
11710-25069,0.0,4,1,0,5
11500-27030,142.14,3,1,0,0
11680-14071,0.0,5,1,0,0
11230-28795,0.0,2,1,0,0
11680-14443,218.25,5,1,0,5
11710-25185,197.77,4,1,0,7
11215-26431,259.75,6,1,1,12
11305-4734,0.0,4,1,0,0
11140-24035,0.0,1,0,0,0
11230-100181444,57.01,1,0,0,0
11710-3906,0.0,5,1,0,5
11710-3918,39.3,1,0,0,0
11710-3947,298.65,7,1,1,8
11230-17788,88.33,2,1,0,5
11620-10957,0.0,2,1,0,0
11710-6209,230.89,5,1,1,6
11470-16683,0.0,4,1,0,6
11710-6297,227.9,6,1,1,5
11710-6314,0.0,4,1,0,4
11710-6320,289.48,6,1,0,8
11710-9905,298.38,6,2,1,19
11710-6418,195.12,4,1,0,2
11710-6477,0.0,4,1,0,9
11200-100231176,7.64,1,0,0,29
11740-5891,189.25,4,1,0,3
11710-9911,0.0,4,1,0,3
11590-23756,258.48,4,1,0,0
11740-8830,217.44,5,1,0,4
11710-9999,293.23,5,1,1,5
11740-9787,0.0,5,1,0,3
11590-30212,148.2,3,1,0,0
11710-9955,260.94,6,1,1,7
11500-100216401,77.23,2,0,0,2
11710-17575,287.79,6,0,1,8
11710-7719,0.0,4,1,0,0
11500-25775,123.01,3,1,0,0
11560-9328,265.33,5,1,0,5
11620-31698,210.6,5,1,0,4
11320-14789,102.49,2,1,0,0
11740-22021,109.35,2,0,0,3
11620-5815,210.72,4,1,0,0
11380-16115,0.0,2,1,0,0
11620-100191905,357.26,8,2,1,19
11260-14708,264.28,5,1,1,20
11215-18490,232.35,5,1,0,2
11215-18531,188.39,4,1,0,2
11260-24658,293.19,5,1,1,6
11440-13495,257.09,4,1,0,0
11590-18657,111.22,2,0,0,0
11620-13324,0.0,5,1,1,4
11410-13299,271.92,4,1,1,0
11170-9316,174.95,4,1,0,3
11440-100265723,199.15,5,3,1,14
11650-9357,131.57,3,0,0,4
11740-10593,149.7,3,1,0,0
11740-15937,32.93,2,1,0,2
11545-6931,58.62,1,1,0,0
11440-20840,0.0,5,1,0,0
11560-15707,0.0,2,0,0,0
11560-28649,0.0,5,1,0,3
11470-11335,0.0,3,1,0,0
11710-19624,0.0,3,1,0,2
11710-19626,97.36,2,1,0,0
11680-100247210,212.09,5,1,1,3
11230-11157,0.0,1,1,0,0
11230-5872,0.0,3,1,0,0
11230-13124,76.25,2,1,0,0
11140-8824,0.0,2,1,0,0
11140-8825,0.0,1,0,0,0
11560-5229,0.0,1,0,0,0
11620-27256,180.39,4,1,0,3
11170-1427,149.49,3,1,0,0
11170-27222,289.86,5,1,0,5
11680-20472,99.49,2,1,0,0
11620-100239522,193.46,4,1,1,3
11560-9334,208.73,4,1,0,4
11590-14063,44.2,2,1,0,0
11230-21584,0.0,3,0,0,0
11260-100188864,235.76,6,0,1,4
11590-7594,189.48,4,1,0,5
11620-100247273,376.49,9,0,1,3
11680-3845,76.23,2,1,0,4
11230-26333,0.0,1,0,0,0
11710-21556,0.0,4,1,0,4
11710-4108,77.13,3,1,0,4
11710-4124,213.82,5,1,0,5
11710-22574,199.19,5,0,0,7
11710-4174,298.77,8,0,1,8
11710-4242,0.0,3,1,0,0
11710-4112,199.92,5,1,0,15
11680-12139,0.0,2,1,0,0
11230-33838,0.0,1,1,0,0
11680-8431,248.52,5,1,1,8
11710-6546,267.76,6,1,0,7
11680-15781,193.4,4,1,0,5
11500-11046,141.72,3,1,0,2
11710-6630,0.0,4,1,0,4
11200-6275,219.35,5,1,0,4
11410-12135,0.0,1,0,0,0
11380-100285034,141.16,3,0,1,7
11260-100221962,116.72,2,1,0,1
11620-29431,314.05,6,0,0,4
11260-100232455,309.87,7,0,1,3
11440-18078,0.0,1,1,0,0
11440-22475,126.03,3,1,0,2
11500-13989,0.0,3,0,0,0
11500-15004,111.43,3,1,0,0
11500-15375,154.22,3,1,0,4
11500-18827,234.36,4,1,0,3
11500-20150,0.0,3,1,0,0
11500-22768,149.2,3,1,0,0
11350-10091,0.0,1,0,0,0
11290-5970,247.06,5,1,0,7
11290-6022,89.37,1,0,0,0
11620-10691,240.93,6,1,0,3
11620-19937,240.04,5,1,0,4
11410-19442,0.0,1,0,0,0
11410-19443,0.0,1,0,0,0
11260-27108,99.03,2,1,0,0
11440-21119,62.87,2,1,0,1
11215-18927,187.17,4,1,0,3
11380-14522,180.0,4,1,0,2
11215-19326,149.95,3,1,0,2
11215-19698,198.78,5,1,1,8
11215-21035,0.0,2,1,0,0
11530-100190975,74.64,2,0,0,0
11500-21873,249.23,5,1,0,6
11530-12592,199.66,5,1,1,8
11590-6294,0.0,2,0,0,0
11500-8663,152.28,3,1,0,0
11350-6070,51.86,1,0,0,0
11590-7625,295.05,5,2,1,20
11260-26042,0.0,1,1,0,0
11410-100224162,197.6,4,0,0,2
11650-7871,236.61,5,1,1,7
11650-8332,248.09,6,1,1,7
11650-8851,143.86,3,1,0,3
11680-18668,182.3248,4,1,0,3
11680-18942,192.56,4,1,0,4
11680-19463,204.35,5,2,1,5
11110-24490,0.0,1,0,0,0
11710-21646,0.0,5,1,0,16
11140-100230646,0.0,0,2,0,0
11140-6500,0.0,3,0,0,0
11170-100213839,148.46,4,0,0,0
11680-9493,99.9,2,1,0,2
11530-100232308,20.93,1,0,0,0
11560-7558,0.0,1,0,0,0
11590-14928,119.87,2,1,0,0
11260-20086,96.13,2,0,0,1
11290-5042,191.45,4,1,0,0
11740-11969,277.78,5,1,0,5
11740-11563,138.44,3,1,0,5
11650-8521,298.76,6,2,1,9
11440-3421,0.0,1,0,0,0
11710-25197,281.49,5,1,1,8
11620-100256493,197.04,5,1,1,4
11710-25205,76.24,3,1,0,4
11620-100256533,224.96,5,1,1,4
11710-25216,188.77,4,1,0,5
11680-18207,244.94,5,1,0,5
11710-2524,182.38,4,1,0,3
11710-25273,113.3,2,0,0,4
11740-12278,204.26,5,2,1,4
11140-5666,0.0,1,0,0,0
11740-10038,0.0,1,0,0,0
11740-10232,0.0,1,0,0,0
11200-23024,0.0,2,1,0,0
11650-11082,74.24,2,0,0,2
11740-13685,179.46,4,1,0,4
11710-6637,172.6,4,1,0,3
11710-6651,232.98,5,0,1,5
11710-6707,0.0,4,1,0,5
11710-6736,34.85,1,1,0,2
11740-100244505,194.38,5,1,1,5
11140-7833,149.02,3,1,0,4
11500-7810,196.4,4,1,0,5
11230-5759,0.0,1,1,0,3
11710-6801,198.94,5,1,0,5
11230-100242033,229.29,5,3,1,30
11290-2351,0.0,1,0,0,0
11710-6666,198.0,5,1,0,5
11380-15284,0.0,2,0,0,0
11380-15876,162.0,3,1,0,0
11680-1000000000000000551774,238.8181,7,2,1,12
11500-9817,210.15,5,1,0,6
11680-100267956,194.99,5,3,1,5
11260-23213,0.0,4,1,0,0
11440-31172,241.47,6,0,1,5
11440-22942,236.07,5,1,0,4
11440-28611,60.56,2,0,0,0
11620-23848,0.0,4,1,0,0
11620-24635,279.59,5,0,0,5
11620-24254,91.85,2,1,0,0
11740-15009,141.93,3,1,0,3
11680-12241,227.58,5,1,0,5
11620-6356,0.0,3,1,0,0
11680-4694,253.51,5,1,0,7
11680-100271274,247.34,7,3,1,7
11215-23252,115.85,2,1,0,2
11680-15914,206.13,5,1,0,5
11680-16352,92.88,2,0,0,3
11215-23894,179.33,4,1,0,3
11350-9239,31.79,1,0,0,0
11680-4414,269.06,6,1,1,8
11650-17133,79.88,15,2,12,327
11110-17757,0.0,1,0,0,0
11350-9906,0.0,1,0,0,0
11680-100226869,98.08,2,1,0,8
11110-22620,0.0,2,0,0,0
11110-24216,0.0,2,0,0,0
11110-26153,435.3948,6,1,0,0
11110-6492,0.0,2,0,0,0
11590-25806,138.66,5,1,0,0
11215-21665,0.0,4,1,0,0
11215-21666,0.0,2,1,0,0
11215-739,197.93,4,1,0,3
11380-28077,0.0,3,1,0,0
11215-21113,262.92,5,1,0,5
11230-21095,213.18,4,1,0,4
11230-27750,0.0,0,0,0,0
11680-23953,149.05,3,0,0,3
11680-24103,70.73,2,1,0,0
11680-3611,274.11,5,1,2,11
11680-7487,174.91,5,1,0,4
11710-20347,161.59,8,4,2,56
11170-18271,0.0,2,0,0,0
11170-7532,14.31,1,1,0,2
11380-14862,0.0,3,1,0,0
11200-20461,0.0,1,0,0,0
11710-100522382,309.22,9,0,1,8
11500-26323,30.0,1,0,0,0
11410-11896,181.71,3,1,0,0
11620-4063,121.95,3,1,0,0
11650-18558,43.12,1,0,0,0
11620-24623,0.0,2,1,0,0
11620-29064,0.0,5,1,0,0
11620-9932,229.36,4,1,0,0
11410-12387,98.71,2,1,0,0
11410-13292,0.0,4,1,0,2
11410-30274,212.16,4,1,0,0
11305-30000,0.0,3,1,0,0
11590-16403,198.67,4,1,0,0
11590-15854,149.2,3,1,0,0
11305-8126,0.0,2,1,0,0
11710-25342,282.96,6,1,0,7
11470-16955,0.0,2,1,0,0
11560-100250008,433.63,8,2,1,13
11710-5672,0.0,4,1,0,6
11710-25323,0.0,1,0,0,0
11470-3301,174.22,5,1,1,15
11620-100250414,68.1,2,1,0,0
11110-11957,494.16,5,1,0,0
11560-13269,0.0,1,0,0,0
11260-14412,53.75,2,0,0,0
11710-4361,222.04,5,1,0,4
11260-18343,225.09,5,1,0,4
11260-15045,198.6,4,1,0,0
11410-10795,0.0,5,0,0,0
11710-6882,106.92,2,0,1,3
11305-100209867,179.48,4,1,0,2
11710-6908,171.21,4,1,0,3
11170-18893,55.6711,1,0,0,0
11440-25658,113.76,2,1,0,0
11530-22358,170.85,3,1,0,5
11530-24811,0.0,4,1,0,0
11170-23870,0.0,3,0,0,0
11470-4844,175.5,4,0,0,8
11500-20783,157.09,4,1,0,4
11200-15955,0.0,5,1,0,0
11440-20037,181.25,4,1,0,0
11440-21186,0.0,2,1,0,0
11440-22174,26.52,4,1,0,0
11560-7172,0.0,3,1,0,0
11590-100190312,0.01,1,0,0,0
11590-2625,0.02,1,1,0,0
11590-2627,0.02,1,0,0,0
11590-2628,0.02,1,0,0,0
11590-2631,0.01,1,0,0,0
11290-100245267,199.55,5,0,1,6
11650-100278915,187.33,5,1,1,8
11380-100289134,399.63,8,0,1,3
11545-7748,0.0,3,0,0,0
11620-100284208,363.95,7,1,1,3
11290-34684,63.99,2,0,0,0
11740-20373,114.46,3,1,0,4
11305-18981,0.0,3,1,0,0
11560-100248740,334.58,7,0,1,3
11560-13904,0.0,1,0,0,0
11140-2342,0.0,2,0,0,0
11320-15382,173.8,4,1,0,4
11140-4448,172.57,3,2,0,4
11440-25687,164.33,3,0,0,2
11680-100278722,249.49,7,2,1,8
11680-15403,0.0,4,1,0,0
11440-25073,249.19,6,1,0,5
11305-16097,155.79,4,1,0,6
11710-2477,0.0,1,1,0,0
11710-24890,0.0,5,1,0,3
11200-25467,107.73,2,0,0,0
11440-6183,153.11,3,0,0,0
11560-15562,284.7,5,1,0,3
11710-23888,0.0,5,1,0,5
11590-10967,0.0,3,0,0,0
11530-100239143,0.0,1,1,0,0
11560-14766,61.18,1,0,0,0
11650-16419,127.26,3,1,0,6
11680-17442,147.15,3,1,0,4
11680-16919,0.0,4,1,0,0
11680-19069,250.31,5,2,1,8
11320-11427,159.95,3,1,0,2
11410-8185,0.0,2,1,0,0
11410-8292,0.0,2,1,0,0
11410-9741,205.22,4,1,0,3
11500-21734,192.02,5,0,1,8
11500-7080,202.07,4,1,0,0
11320-8979,0.0,2,1,0,0
11560-14697,0.0,1,0,0,0
11140-10509,0.0,2,0,0,0
11140-11585,0.0,2,1,0,0
11710-2657,0.0,3,1,0,3
11560-13276,0.0,1,0,0,0
11710-2691,217.48,5,1,0,5
11140-22973,227.11,3,1,0,0
11710-3467,269.46,6,1,1,7
11710-3491,0.0,4,1,0,3
11170-15112,133.99,3,1,0,0
11710-3565,0.0,3,1,0,2
11200-13706,0.0,1,0,0,0
11710-4453,190.15,4,1,0,6
11260-5524,239.21,5,1,0,4
11710-4451,33.04,1,0,0,2
11200-18649,199.33,4,1,0,3
11260-9540,0.0,2,1,0,0
11710-4562,277.04,5,0,1,5
11710-6983,199.96,5,0,1,5
11710-6993,0.0,4,1,0,3
11545-100200340,196.61,4,1,0,5
11305-29648,0.0,2,1,0,0
11710-7046,244.91,5,1,0,8
11710-7086,240.32,5,1,0,5
11320-1962,0.0,2,1,0,0
11320-4130,119.73,3,0,0,1
11560-100228866,44.35,2,0,0,1
