건축물대장 관리번호,용적율,지상층수,지하층수,승강기 수,주차 대수
11560-11860,0.0,1,0,0,0
11560-100181548,128.52,3,1,0,0
11305-2140,221.36,5,1,0,3
11650-8291,254.81,6,1,1,8
11560-100186865,0.0,1,0,0,0
11560-16409,0.0,3,1,0,0
11560-16418,203.34,5,0,1,5
11290-1000000000000000733181,152.68,3,0,0,0
11560-14860,0.0,1,0,0,0
11200-20757,214.04,4,1,0,6
11545-9760,184.86,4,1,0,3
11560-12585,211.99,4,0,0,4
11560-12456,155.74,3,1,0,0
11560-12594,187.8296,5,1,1,11
11560-12598,0.0,2,0,0,0
11560-12605,0.0,1,0,0,0
11560-12606,225.0,5,0,0,5
11380-12349,0.0,4,1,0,0
11560-14724,0.0,1,0,0,0
11560-14727,0.0,1,0,0,0
11560-100212852,9.5,1,0,0,0
11560-100217687,0.0,1,0,0,0
11560-100217846,0.0,1,0,0,0
11560-100216596,106.74,2,0,0,1
11710-17079,0.0,2,0,0,0
11260-21127,236.87,5,1,0,0
11305-23331,0.0,3,1,0,2
11305-28033,0.0,4,1,0,0
11140-3821,0.0,4,1,0,0
11260-24700,0.0,1,0,0,0
11260-24725,0.0,1,0,0,0
11260-24741,0.0,2,1,0,0
11290-30583,226.3028,5,1,0,2
11170-100203805,86.62,2,0,0,0
11260-26937,0.0,3,1,0,0
11260-26964,0.0,5,1,0,0
11260-26965,40.62,3,0,0,4
11410-24063,142.86,3,1,0,1
11680-100202263,193.01,4,1,1,7
11560-14406,0.0,2,1,0,0
11230-10851,0.0,3,1,0,0
11650-8739,66.91,2,0,0,1
11500-8518,96.21,2,1,0,0
11560-25481,0.0,2,1,0,0
11530-14064,0.0,1,0,0,0
11680-11335,195.31,4,1,0,4
11680-12802,204.09,5,1,1,3
11650-12241,246.61,5,1,1,6
11230-17317,185.42,4,1,0,5
11320-2909,98.06,2,0,0,0
11500-100202894,326.02,6,0,1,6
11650-8875,163.7,4,1,0,3
11140-1791,0.0,2,0,0,0
11560-13145,0.0,3,1,0,0
11560-100211517,3.77,2,0,1,0
11500-100206409,149.87,3,0,0,2
11560-11851,0.0,1,0,0,0
11560-11852,137.5,3,1,0,5
11710-100474811,0.0,2,1,1,0
11290-30193,0.0,5,1,0,0
11215-100188767,113.61,3,0,1,30
11560-10782,0.0,1,0,0,0
11650-9073,199.72,4,1,0,5
11740-9680,235.7,5,1,0,7
11680-23733,183.94,4,0,0,2
11560-6035,0.0,4,1,0,0
11560-6934,0.0,5,1,0,0
11650-1105,267.24,6,1,1,6
11650-11170,113.33,2,1,0,0
11560-7432,0.0,3,1,0,0
11500-100219379,236.37,5,0,1,3
11500-100219439,170.94,4,0,0,2
11560-100186866,0.0,1,0,0,0
11560-100186867,0.0,2,0,0,0
11290-9136,0.0,4,1,0,0
11170-27503,115.33,2,0,0,0
11560-14580,0.0,1,0,0,0
11650-2510,190.1,5,1,0,6
11560-14876,76.6,1,0,0,0
11560-14881,0.0,1,0,0,0
11560-10051,273.61,5,1,0,4
11650-8534,50.4,3,0,0,0
11650-11535,245.18,5,1,0,5
11530-9608,0.0,4,1,0,0
11200-20488,198.23,4,1,0,3
11110-100185720,118.23,2,0,0,4
11560-11788,0.0,3,1,0,0
11230-33074,0.0,3,1,0,0
11560-12404,0.0,1,0,0,0
11710-17194,0.0,2,1,0,0
11560-30137,0.0,4,1,0,0
11650-14520,290.96,6,1,1,11
11530-14732,181.01,4,1,1,5
11620-28643,243.56,6,2,1,19
11305-30026,0.0,3,1,0,0
11305-30324,123.07,3,1,0,2
11305-30514,275.31,5,0,1,7
11560-33382,0.0,2,0,0,0
11305-5981,170.56,2,1,0,0
11710-100229273,231.5642,6,2,1,12
11305-8129,206.45,4,0,0,2
11440-19696,74.21,2,0,0,2
11710-100229333,35.85,1,0,0,2
11440-20105,212.76,5,1,0,6
11710-100229484,249.79,7,1,1,8
11740-100247606,29.18,2,0,0,3
11650-100265244,218.6481,5,1,1,4
11260-27107,183.5,4,1,0,0
11560-15559,0.0,4,1,0,0
11560-15564,117.1,2,0,0,7
11545-100261238,394.6,8,1,1,10
11650-6580,82.62,2,1,0,0
11650-14498,292.46,6,1,1,6
11560-11323,0.0,1,0,0,0
11200-21513,0.0,3,1,0,0
11545-15488,0.0,2,1,0,0
11560-11326,107.81,4,1,0,4
11560-11330,0.0,3,1,0,0
11110-5153,292.5195,6,2,1,1
11620-26403,236.79,5,1,0,3
11260-5758,132.2,3,1,0,0
11260-5774,138.64,4,0,0,7
11260-5819,0.0,3,1,0,0
11560-20680,178.54,3,1,0,0
11680-100193070,196.85,4,1,1,8
11260-5839,240.8,5,1,0,5
11305-1574,277.29,5,1,0,3
11305-14904,149.94,4,1,0,4
11110-10507,246.968,6,1,0,1
11260-6103,0.0,2,1,0,0
11500-100203034,194.37,5,1,1,8
11140-12123,0.0,2,0,0,0
11560-13846,0.0,1,1,0,0
11560-13847,0.0,1,0,0,0
11560-13848,0.0,2,0,0,0
11560-13849,0.0,1,0,0,0
11290-17331,272.72,5,1,0,4
11650-14518,0.0,4,1,0,0
11560-13850,0.0,1,0,0,0
11560-13851,0.0,1,1,0,0
11560-14820,52.2,1,0,0,0
11560-14822,78.46,1,0,0,0
11500-100206748,351.27,7,0,1,4
11560-15479,0.0,1,0,0,0
11620-28862,263.26,5,1,0,4
11500-100209010,143.15,3,1,0,2
11620-29071,265.48,5,0,0,3
11290-12103,117.77,3,1,0,8
11500-100213768,199.04,4,0,0,4
11230-30463,0.0,2,1,0,0
11500-100216225,178.69,4,0,0,3
11590-18263,0.0,3,0,0,0
11590-100191871,191.47,4,1,0,4
11500-100216403,199.21,5,0,0,3
11560-14833,89.68,1,0,0,0
11650-100190230,406.82,9,1,1,125
11650-8571,219.31,5,1,0,3
11530-18267,53.55,2,1,0,0
11560-14838,73.84,1,0,0,0
11560-13259,56.45,1,0,0,0
11560-13260,0.0,1,0,0,0
11560-13261,0.0,2,0,0,0
11560-13262,0.0,1,0,0,0
11560-12988,0.0,1,0,0,0
11560-13265,102.1,2,0,0,2
11380-19373,0.0,1,0,0,0
11560-14259,54.69,1,0,0,0
11560-14261,0.0,1,0,0,0
11740-100288251,199.48,5,0,1,6
11560-14265,0.0,1,0,0,0
11560-14266,0.0,1,0,0,0
11710-17328,293.95,6,1,0,6
11560-14270,80.76,1,0,0,0
11560-14271,0.0,1,0,0,0
11710-17388,169.69,4,1,0,5
11650-14545,0.0,6,1,0,0
11230-24876,299.96,6,0,0,5
11560-100255508,359.26,8,1,1,3
11560-13438,0.0,3,1,0,0
11230-2149,0.0,1,0,0,0
11215-15368,0.0,2,1,0,0
11260-21448,0.0,1,0,0,0
11260-21452,0.0,1,0,0,0
11650-14582,0.0,2,1,0,0
11260-29965,0.0,1,0,0,0
11710-7909,189.6,4,1,0,5
11140-10172,0.0,2,0,0,0
11140-10173,0.0,2,0,0,0
11140-10174,0.0,2,0,0,0
11500-16037,0.0,1,0,0,0
11140-10175,0.0,1,0,0,0
11530-6987,0.0,1,0,0,0
11140-10176,0.0,1,0,0,0
11560-15569,0.0,3,0,0,0
11530-8007,0.0,2,1,0,0
11140-10718,72.06,2,1,0,0
11140-10739,0.0,1,0,0,0
11260-27714,164.89,3,1,0,3
11140-16469,0.0,2,0,0,0
11290-100259571,48.2,1,0,0,0
11290-30956,0.0,3,1,0,0
11260-2996,0.0,1,0,0,0
11260-2997,0.0,1,1,0,0
11260-29990,0.0,1,0,0,0
11260-29991,0.0,1,0,0,0
11260-29992,0.0,1,0,0,0
11260-29993,0.0,2,0,0,0
11260-29994,0.0,1,0,0,0
11260-29996,0.0,1,0,0,0
11260-29998,0.0,2,0,0,0
11650-3614,206.12,5,1,0,5
11560-13309,0.0,1,0,0,0
11380-14846,0.0,2,0,0,0
11560-13357,100.17,2,0,0,2
11650-3694,0.0,4,1,0,0
11560-13406,112.19,2,1,0,0
11560-14151,0.0,2,1,0,0
11260-6170,203.51,4,0,0,0
11260-6171,0.0,1,0,0,0
11260-6214,0.0,2,1,0,0
11230-34008,0.0,1,0,0,0
11380-23797,0.0,2,1,0,0
11650-3777,296.14,9,1,1,19
11260-6218,0.0,1,1,0,0
11500-100203648,137.69,3,1,0,5
11500-100203688,241.87,6,0,1,3
11650-9716,139.49,3,1,0,3
11650-9795,167.95,4,1,0,4
11560-13323,0.0,1,0,0,0
11560-13324,0.0,2,0,0,0
11200-5709,0.0,3,1,0,0
11500-100209168,241.74,6,0,1,4
11560-13325,0.0,2,1,0,0
11620-100286929,390.39,9,1,1,3
11200-19378,0.0,2,1,0,0
11500-100213888,193.8,4,0,0,3
11200-5825,0.0,4,1,0,0
11260-22938,148.5476,3,1,0,1
11650-9865,298.13,6,1,0,8
11410-10782,0.0,4,1,0,0
11260-26918,198.56,4,1,0,3
11500-100216479,347.69,7,1,1,4
11500-100216481,392.18,9,0,1,10
11500-100216699,333.03,5,0,0,1
11560-6883,397.96,7,2,2,45
11650-12179,197.35,4,1,0,8
11650-12258,195.96,4,1,0,4
11650-12261,0.0,2,1,0,0
11590-27012,227.12,3,0,0,0
11650-12326,273.1,6,1,1,8
11650-12341,203.05,5,1,1,7
11560-11283,111.34,2,1,0,0
11590-16588,154.06,3,1,0,4
11260-4483,173.89,4,1,0,0
11170-21392,0.0,2,0,0,0
11410-722,0.0,5,0,0,0
11590-13794,99.93,2,1,0,0
11590-25474,184.27,4,1,0,0
11560-11897,0.0,3,1,0,0
11560-15078,0.0,1,0,0,0
11545-100195555,238.68,5,0,0,3
11260-17380,0.0,1,1,0,0
11500-100225579,279.49,7,0,1,4
11560-100208676,105.78,2,0,0,4
11260-2155,166.93,4,1,0,0
11170-7073,93.47,2,1,0,0
11560-14920,113.37,2,1,0,0
11110-27996,213.33,4,1,0,0
11530-9884,0.0,4,1,0,0
11590-27060,297.13,5,1,1,7
11590-22922,198.55,4,1,0,0
11650-11066,0.0,2,1,0,0
11350-14621,0.0,2,1,0,0
11260-2772,145.57,3,1,0,0
11260-27768,0.0,6,1,0,0
11230-19555,63.37,1,1,0,1
11230-19776,0.0,2,1,0,0
11260-27924,89.78,3,1,0,0
11260-29999,0.0,1,0,0,0
11260-30000,0.0,1,0,0,0
11260-30002,0.0,1,0,0,0
11260-30004,0.0,1,0,0,0
11650-12484,186.01,5,1,0,5
11260-2777,0.0,1,0,0,0
11110-6665,0.0,1,0,0,0
11260-30005,0.0,1,0,0,0
11260-30006,0.0,1,0,0,0
11590-23279,0.0,2,0,0,0
11170-8940,151.94,3,1,0,0
11200-14615,249.19,6,2,1,712
11260-6230,0.0,2,0,0,0
11410-1810,48.33,1,0,0,0
11650-13444,216.54,5,3,1,35
11260-6469,0.0,4,1,0,0
11260-6484,0.0,3,1,0,0
11260-6507,193.28,4,1,0,0
11500-19063,240.0,6,0,1,11
11560-100233634,377.75,7,0,1,3
11170-9158,0.0,1,0,0,0
11170-9159,0.0,2,0,0,0
11215-4863,0.0,1,0,0,0
11560-13328,0.0,2,1,0,0
11560-13329,0.0,1,0,0,0
11560-13333,87.22,1,0,0,0
11500-100209268,199.7,5,0,1,4
11500-100209288,399.28,8,0,1,7
11500-100209289,397.26,8,0,1,7
11560-13334,0.0,1,0,0,0
11680-3620,230.85,4,1,0,2
11170-2967,59.29,1,0,0,2
11500-100214149,199.95,5,1,1,7
11590-24380,268.58,5,0,0,0
11320-6229,190.56,4,1,0,2
11290-8458,165.3,4,1,0,0
11620-8915,0.0,2,0,0,0
11350-10153,185.26,4,1,0,1
11305-23168,0.0,2,1,0,0
11350-14538,0.0,1,1,0,0
11290-8451,0.0,4,1,0,0
11620-11169,284.05,5,1,1,3
11650-14737,0.0,4,1,0,7
11500-100216820,136.37,3,0,0,3
11290-7791,0.0,2,1,0,0
11650-14740,73.59,2,1,0,4
11500-100220697,357.08,7,0,1,1
11500-9694,0.0,3,1,0,0
11320-7673,99.65,2,1,0,2
11140-11537,169.35,2,0,0,0
11650-14743,183.4,4,1,0,5
11650-14746,0.0,4,1,0,0
11560-100187125,26.26,2,1,0,20
11650-14805,224.5,5,1,0,8
11650-14842,302.45,7,2,1,8
11710-17087,0.0,3,1,0,0
11110-1185,0.0,1,0,0,0
11500-100224979,249.11,8,0,1,11
11560-11455,0.0,2,1,0,0
11560-11457,0.0,2,1,0,0
11110-1184,61.49,1,0,0,0
11560-14526,0.0,1,0,0,0
11560-11458,0.0,5,1,0,4
11560-13709,0.0,3,1,0,0
11200-22134,0.0,5,1,0,0
11560-14528,0.0,1,0,0,0
11560-14866,106.08,2,0,0,0
11530-100230554,44.78,2,0,0,3
11590-16519,0.0,7,2,0,5
11560-14524,269.16,3,1,0,0
11560-14529,79.16,1,0,0,0
11560-13710,0.0,3,1,0,0
11680-100308043,195.28,5,1,1,7
11260-17396,0.0,2,0,0,0
11560-100217999,0.0,1,0,0,0
11560-100211032,0.0,2,0,0,0
11560-10036,0.0,1,0,0,0
11710-22398,175.08,4,1,0,3
11620-25383,234.75,5,0,0,4
11620-26137,122.54,2,1,0,0
11215-100254411,199.17,4,1,1,6
11260-27930,0.0,4,1,0,0
11260-28127,232.79,4,1,0,3
11110-18503,0.0,1,0,0,0
11110-19324,62.5,1,0,0,0
11260-28177,185.59,4,1,0,0
11110-19637,0.0,1,0,0,0
11620-26397,0.0,2,1,0,0
11620-26562,151.91,4,0,0,4
11260-30111,59.86,2,0,0,1
11350-2011,0.0,3,1,0,0
11260-3013,56.52,2,1,0,0
11260-3016,0.0,2,1,0,0
11560-16568,0.0,2,1,0,0
11260-3035,0.0,2,1,0,0
11260-3036,0.0,2,0,0,0
11260-30399,19.82,1,0,0,0
11620-26685,154.96,3,1,0,0
11680-4926,160.83,3,1,0,3
11680-10603,0.0,2,1,0,0
11740-966,0.0,2,1,0,0
11290-23636,0.0,4,1,0,0
11260-6784,198.51,4,1,0,3
11650-14319,271.96,6,2,1,11
11260-6948,0.0,3,1,0,0
11170-10779,248.75,6,2,1,6
11620-29909,291.91,5,1,1,6
11710-9215,197.59,4,1,0,4
11680-16528,192.91,4,1,1,6
11620-30559,0.0,5,1,0,0
11500-100204248,194.29,5,0,0,2
11560-14605,0.0,1,0,0,0
11620-30792,0.0,4,1,0,0
11560-14613,0.0,1,0,0,0
11560-10007,0.0,1,0,0,0
11560-10546,0.0,1,0,0,0
11200-22081,0.0,2,1,0,0
11500-100214168,359.88,9,0,1,6
11200-23451,144.67,5,2,0,8
11110-12863,0.0,3,1,0,0
11560-30612,46.64,2,0,0,1
11710-12300,0.0,2,1,0,0
11560-15008,91.11,1,0,0,0
11560-15009,81.72,1,0,0,0
11200-25134,146.6,3,1,0,2
11560-15015,84.58,1,0,0,0
11560-10008,0.0,2,0,0,0
11560-10010,212.8,4,0,0,1
11530-100230555,61.19,2,0,0,3
11500-100220739,176.63,5,1,1,5
11410-29788,181.12,4,1,0,3
11710-1073,0.0,1,0,0,0
11140-20496,262.09,5,2,0,12
11380-5003,227.72,4,1,0,0
11710-19905,0.0,3,1,0,2
11560-14901,0.0,1,0,0,0
11560-14905,68.9,1,0,0,0
11560-13233,0.0,1,0,0,0
11500-5024,199.56,4,0,1,5
11650-15721,183.37,4,1,0,4
11560-13245,0.0,1,1,0,0
11170-18695,142.18,4,1,0,3
11560-13713,0.0,1,0,0,0
11260-17415,0.0,2,0,0,539
11620-8062,0.0,2,0,0,0
11650-100205272,148.96,3,1,1,3
11140-25593,90.06,2,1,0,0
11260-2166,0.0,3,1,0,0
11560-10063,0.0,5,1,0,0
11260-28242,98.75,2,1,0,0
11110-21236,0.0,1,0,0,0
11290-6421,300.84,6,0,1,7
11260-28443,192.77,4,1,0,0
11380-4049,0.0,4,1,0,0
11260-28467,172.55,4,1,0,5
11260-28496,146.94,3,1,0,0
11410-29886,118.67,2,0,0,0
11140-5493,169.96,5,3,1,14
11650-15751,245.82,5,1,1,5
11260-30483,0.0,1,0,0,0
11260-30486,0.0,1,0,0,0
11260-30492,0.0,1,0,0,0
11260-30493,0.0,1,0,0,0
11260-30519,42.6,1,0,0,0
11260-30520,48.81,1,0,0,0
11260-30523,165.74,3,1,0,0
11260-30541,112.04,2,0,0,3
11170-7474,261.0,5,1,0,0
11620-6164,198.51,4,1,0,0
11200-20856,0.0,3,1,0,0
11560-15599,0.0,1,0,0,0
11530-18894,0.0,1,0,0,0
11560-14939,75.16,1,0,0,0
11260-7107,41.46,2,0,0,4
11620-5982,0.0,2,0,0,0
11260-7174,0.0,3,1,0,0
11710-18627,221.5,5,1,1,5
11260-7543,256.2,5,1,0,6
11500-100204428,187.0,5,0,0,3
11560-100189115,58.0,2,1,0,7
11140-18613,0.0,4,1,0,0
11560-100189316,3.875,2,1,0,0
11560-100189336,1.31,1,0,0,0
11560-100189337,0.62,1,0,0,0
11545-100181684,346.85,7,0,1,6
11680-21303,225.28,6,2,0,0
11560-14512,0.0,1,0,0,0
11500-100207357,381.78,10,1,1,17
11110-18684,22.47,1,0,0,0
11560-14515,0.0,1,0,0,0
11170-5122,170.9,4,1,0,3
11170-9219,0.0,3,1,0,0
11230-2905,0.0,1,0,0,0
11230-2906,0.0,2,0,0,0
11500-24980,199.74,4,1,0,4
11560-11127,159.4,4,1,0,0
11650-15946,0.0,6,2,0,7
11320-6508,99.95,2,1,0,0
11320-5433,237.99,5,1,1,12
11650-15779,243.99,6,1,0,7
11560-11129,0.0,4,1,0,2
11230-31774,443.12,5,1,0,0
11560-10016,0.0,1,0,0,0
11590-5847,149.24,3,1,0,0
11560-11138,196.4,4,1,0,2
11500-100220772,448.88,11,2,1,24
11650-15789,0.0,4,1,0,3
11560-15227,59.65,1,0,0,2
11560-11152,122.3,2,1,0,0
11140-24173,0.0,5,1,0,0
11710-18757,0.0,2,1,0,0
11560-15248,0.0,4,1,0,0
11560-15249,0.0,1,0,0,0
11560-15228,70.23,2,0,0,2
11140-24582,0.0,1,0,0,0
11170-27497,148.93,3,1,0,0
11560-16281,0.0,1,0,0,0
11560-16282,0.0,1,0,0,0
11560-16283,0.0,1,0,0,0
11560-16297,0.0,1,0,0,0
11560-16310,0.0,1,0,0,0
11710-100189890,199.8,6,1,1,6
11560-11918,136.18,2,1,0,0
11710-21353,0.0,5,1,0,4
11620-33247,152.79,3,1,0,0
11620-32955,0.0,2,1,0,0
11650-16960,0.0,6,1,0,5
11710-21400,0.0,4,1,0,0
11650-17042,0.0,4,2,0,0
11710-22591,170.56,4,1,0,6
11260-1760,207.95,5,1,0,15
11260-17600,204.28,4,1,0,8
11260-17629,58.66,1,0,0,0
11710-23382,90.9,2,1,0,0
11170-4759,0.0,1,0,0,0
11260-25089,0.0,3,1,0,0
11260-25121,0.0,2,1,0,0
11440-20367,286.34,5,1,0,4
11290-9364,0.0,4,1,0,0
11260-28543,273.84,5,1,0,13
11260-28550,149.12,3,0,0,1
11260-28553,0.0,3,1,0,0
11170-100181944,149.56,3,1,0,1
11380-16121,0.0,2,0,0,0
11620-4841,0.0,6,1,0,0
11260-31339,0.0,2,0,0,2
11590-15367,167.1,4,1,0,3
11110-6505,284.55,5,3,1,29
11680-23600,194.38,4,1,0,5
11260-7674,193.85,4,1,0,4
11260-7692,0.0,1,0,0,0
11110-9103,0.0,2,1,0,0
11305-100187463,249.74,6,3,2,28
11260-7697,198.79,4,1,0,0
11260-7710,149.87,3,1,0,4
11260-7780,164.89,4,1,0,7
11305-100223152,198.0364,6,0,0,3
11305-100232564,278.63,5,0,1,4
11620-33693,0.0,5,1,0,4
11260-18338,198.95,4,1,0,0
11500-100204705,247.74,6,0,1,8
11500-100204706,405.13,10,0,1,6
11560-100190016,0.623,1,0,0,0
11560-11820,171.81,3,1,0,3
11560-11822,143.14,3,1,0,4
11560-11825,147.9,4,1,0,2
11500-100204708,398.44,9,1,1,35
11710-1901,0.0,1,0,0,0
11500-100204709,211.64,4,0,1,0
11560-11827,0.0,3,1,0,0
11170-9850,0.0,2,0,0,0
11500-100207428,249.58,6,0,1,7
11500-100207488,249.32,6,1,1,6
11710-23458,0.0,3,1,0,3
11170-26014,142.98,3,1,0,0
11590-14885,0.0,2,1,0,0
11500-100217119,107.15,3,0,0,3
11500-100217159,359.39,7,0,1,1
11560-100192960,0.0,1,0,0,0
11560-15250,0.0,2,1,0,0
11560-15251,49.8,1,0,0,0
11170-26823,0.0,1,0,0,0
11560-15253,50.04,1,0,0,0
11560-15254,32.09,1,0,0,0
11560-15255,0.0,1,0,0,0
11560-15256,0.0,1,0,0,0
11560-15149,0.0,1,0,0,0
11170-4359,0.0,3,1,0,0
11560-15164,0.0,1,0,0,0
11170-3395,356.72,4,0,0,0
11230-14452,179.6,3,1,0,0
11380-18064,245.79,7,0,1,3
11215-21268,143.18,3,1,0,9
11560-16489,95.57,1,0,0,0
11560-16492,82.0,1,0,0,0
11560-15051,87.23,1,0,0,0
11560-15070,0.0,1,0,0,0
11710-21467,235.44,5,1,0,5
11560-15071,68.61,1,0,0,0
11560-15072,0.0,1,0,0,0
11560-15073,84.76,1,0,0,0
11560-15171,0.0,1,0,0,0
11200-7180,25.6147,2,1,0,0
11350-10727,49.51,1,0,0,0
11620-25146,0.0,3,1,0,0
11560-15047,80.76,1,0,0,0
11560-15179,74.28,1,0,0,0
11560-15049,74.27,1,0,0,0
11560-15185,73.33,1,0,0,0
11260-17825,148.27,4,1,0,0
11260-18044,0.0,1,0,0,0
11260-18045,0.0,1,0,0,0
11170-26321,0.0,2,0,0,0
11260-18058,0.0,3,1,0,0
11230-23461,0.0,4,1,0,3
11110-29530,0.0,1,0,0,0
11650-14881,0.0,5,1,1,0
11110-24949,0.0,1,0,0,0
11650-14931,0.0,5,1,0,0
11650-15087,199.98,4,1,0,5
11380-25243,91.57,2,1,0,0
11380-26398,0.0,3,1,0,0
11260-2185,0.0,2,1,0,0
11380-27111,0.0,1,0,0,0
11650-15597,0.0,3,1,0,0
11200-19448,219.56,4,1,0,3
11200-25002,283.75,5,1,0,6
11260-25172,0.0,2,1,0,0
11170-19732,95.71,2,1,0,0
11260-28944,0.0,3,0,0,0
11140-19100,0.0,3,1,0,2
11260-29078,61.37,2,1,0,4
11710-6405,276.03,6,1,0,5
11260-30665,200.43,5,1,0,0
11140-23694,0.0,1,0,0,0
11140-23695,0.0,2,0,0,0
11650-100204252,89.32,2,1,0,5
11260-30660,192.29,4,1,0,0
11260-3069,174.65,4,1,0,0
11680-14608,297.31,7,4,0,26
11200-24536,0.0,3,1,0,0
11260-30730,200.15,4,1,0,0
11470-11750,248.79,5,1,1,11
11260-30849,0.0,2,1,0,0
11560-12708,217.35,4,0,0,0
11560-12709,252.96,4,0,0,0
11140-1593,0.0,2,0,0,0
11710-7915,0.0,4,1,0,3
11260-30991,184.43,4,0,0,4
11680-14052,220.23,4,1,199,6
11260-28097,0.0,2,1,0,0
11260-788,0.0,5,1,0,0
11140-6191,0.0,3,0,0,0
11260-7933,210.85,5,1,0,4
11680-100182247,114.1,2,0,0,2
11140-5090,0.0,1,1,0,0
11260-810,199.23,4,1,0,0
11260-8118,0.0,1,1,0,0
11140-8745,264.23,5,2,1,10
11260-821,256.03,5,1,0,7
11140-5091,0.0,4,0,0,0
11545-100196499,213.18,4,1,1,8
11545-14603,0.0,3,1,0,0
11710-8589,235.13,4,1,0,7
11560-14823,73.89,1,0,0,0
11545-944,0.0,1,0,0,0
11560-14977,77.01,1,0,0,0
11680-11936,199.96,5,1,1,8
11680-14245,291.09,6,3,1,18
11560-14519,89.11,1,0,0,0
11560-14520,67.85,1,0,0,0
11680-17521,0.0,3,1,0,0
11560-14845,0.0,1,0,0,0
11440-100214492,199.82,6,2,1,17
11560-14847,51.54,1,0,0,0
11230-5953,0.0,3,1,0,0
11350-10177,0.0,4,1,0,2
11380-100273927,364.43,8,1,1,7
11350-6750,0.0,4,1,0,0
11545-8757,243.34,5,1,0,0
11560-13936,0.0,1,0,0,0
11560-14108,0.0,1,0,0,0
11560-14110,0.0,1,0,0,0
11680-20595,82.22,3,0,0,4
11560-13482,0.0,1,0,0,0
11560-13484,0.0,1,0,0,0
11470-19454,0.0,3,1,0,0
11560-14111,0.0,1,0,0,0
11560-14112,0.0,1,0,0,0
11710-18898,182.6,4,1,0,2
11560-16196,0.0,1,0,0,0
11680-20728,219.29,5,1,0,5
11560-16202,0.0,1,0,0,0
11260-15523,192.43,4,1,0,14
11560-16821,0.0,2,0,0,0
11560-16830,0.83,1,0,0,82
11590-11564,105.97,2,0,0,0
11590-11568,0.0,3,1,0,0
11590-11569,23.34,1,0,0,1
11410-16304,0.0,2,2,0,0
11290-22142,217.91,5,1,1,20
11710-24329,84.11,2,1,0,1
11710-18194,42.83,1,0,0,0
11680-2711,178.95,5,1,0,4
11290-22805,0.0,1,0,0,0
11290-22810,0.0,1,0,0,0
11110-11221,0.0,3,1,0,0
11710-12189,91.1,2,1,0,5
11290-2286,0.0,2,1,0,0
11140-10932,255.71,5,1,1,6
11530-19573,0.0,2,1,0,0
11530-2075,0.0,2,0,0,0
11110-28003,82.4,2,1,0,0
11500-100252452,149.9,4,0,0,2
11290-2529,177.53,4,1,0,5
11200-20978,0.0,3,1,0,0
11170-22591,0.0,4,1,0,0
11170-23275,80.09,2,1,0,0
11560-100273882,0.0,0,2,2,0
11620-100201065,199.95,4,1,0,4
11290-28372,0.0,0,1,5,0
11410-16726,0.0,3,1,0,0
11380-5224,184.23,5,1,0,7
11710-7989,185.29,5,1,0,4
11380-8516,0.0,3,1,0,0
11380-7720,0.0,1,1,0,0
11560-16106,0.0,4,1,0,0
11290-31254,0.0,2,0,0,0
11290-32260,0.0,1,0,0,0
11410-21265,0.0,2,1,0,0
11410-21298,0.0,2,1,0,0
11290-3254,0.0,1,0,0,0
11290-32603,0.0,1,0,0,0
11290-32604,0.0,1,0,0,0
11290-36996,128.65,3,1,0,0
11290-37062,0.0,3,1,0,0
11560-17136,0.0,3,1,0,0
11200-22168,0.0,1,0,0,0
11710-10621,221.15,5,1,0,7
11710-100241939,136.71,3,0,0,2
11710-100245237,197.022,6,1,1,7
11500-100228391,397.33,7,1,1,13
11110-15959,50.5,1,0,0,0
11290-24527,137.35,3,1,0,0
11215-24659,0.0,3,0,0,0
11560-15129,60.27,1,0,0,0
11440-19720,158.9,3,1,0,1
11560-11739,0.0,3,1,0,0
11560-15348,83.93,1,0,0,0
11560-15349,57.89,1,0,0,0
11560-15350,0.0,1,0,0,0
11680-17854,0.0,3,1,0,0
11560-15352,0.0,1,0,0,0
11650-12178,136.95,3,1,0,0
11560-15353,0.0,1,0,0,0
11560-15354,0.0,1,0,0,0
11560-15355,0.0,1,0,0,0
11560-15356,0.0,1,0,0,0
11560-15362,79.7,1,0,0,0
11560-13536,0.0,4,1,0,0
11560-13537,80.81,1,1,0,0
11470-21236,275.73,5,0,0,4
11650-14795,214.87,6,1,0,7
11560-13431,0.0,1,0,0,0
11650-15984,0.0,2,1,0,0
11560-15688,0.0,2,0,0,0
11650-16060,139.91,3,1,0,6
11440-28397,62.92,2,1,0,0
11290-22232,0.0,2,0,0,0
11170-7473,71.49,2,1,0,4
11170-7658,0.0,4,1,0,0
11200-21604,0.0,2,1,0,0
11440-28738,162.11,3,1,0,0
11290-22922,0.244,1,0,0,0
11590-30573,112.72,2,0,0,0
11710-9709,0.0,4,1,1,10
11290-25674,0.0,1,0,0,0
11290-25676,0.0,1,0,0,0
11290-25759,0.0,1,0,0,0
11290-25837,135.39,3,1,0,3
11740-100178695,150.13,3,0,0,3
11290-34338,0.0,2,1,0,0
11710-9586,0.0,4,1,0,2
11560-24368,0.0,4,1,0,5
11560-24453,335.1,6,1,0,6
11560-15280,0.0,1,0,0,0
11470-16626,0.0,2,1,0,0
11560-2534,0.0,4,1,0,2
11650-8234,204.56,5,1,1,6
11560-12820,0.0,4,1,0,0
11350-13695,25.2,2,0,0,1
