건축물대장 관립번호,용적율,주건축물수,세대수,가구수,주차 대수
11350-149,0.0,14,1320,0,0
11200-916,0.0,0,0,0,0
11500-100316532,21.36,4,0,0,2
11710-100526603,65.18,2,0,0,3
11560-733,0.0,2,0,2,0
11410-100197036,59.98,2,0,2,3
11560-757,0.0,11,0,0,0
11710-112,82.67,2,0,0,5
11350-716,294.6,2,130,0,140
11200-100184692,48.1321,2,0,0,0
11620-100205245,0.0,0,0,0,0
11560-100224398,173.17,2,28,0,23
11545-521,0.0,2,0,0,0
11710-174,253.68,2,0,0,43
11560-834,0.0,2,0,0,0
11710-177,65.43,2,0,0,5
11500-565,81.47,2,0,1,19
11560-1735,0.0,2,0,1,0
11710-183,0.0,3,0,0,0
11560-897,0.0,30,0,11,0
11560-940,382.78,3,219,0,245
11560-975,0.0,3,0,1,0
11590-100183673,211.15,4,162,0,185
11590-100184710,175.2,6,151,0,157
11590-1075,325.19,2,0,0,36
11590-1076,377.99,2,134,0,125
11590-1077,298.69,4,489,0,464
11260-65,0.0,5,602,0,0
11740-548,277.05,9,568,0,682
11590-1071,0.0,2,12,0,0
11320-493,97.77,2,9,0,2
11380-450,210.19,2,15,0,7
11590-1083,0.0,9,0,0,0
11590-1085,46.0,9,0,0,0
11200-100244037,0.0,2,0,0,0
11305-493,27.69,5,0,0,101
11380-511,0.0,2,8,0,0
11590-1090,0.0,4,0,0,0
11230-402,249.01,2,123,0,141
11215-479,117.93,2,7,0,2
11470-100211825,199.46,2,26,0,21
11410-100192169,0.0,2,0,2,0
11500-520,254.18,4,181,0,324
11590-1091,2.05,7,0,0,0
11590-1093,34.59,2,0,0,0
11590-11,83.87,5,0,0,81
11560-377,0.0,2,0,2,0
11200-100204074,0.0,0,0,0,0
11500-100233462,182.07,3,0,0,7
11170-100205858,167.29,2,32,0,26
11110-582,87.34,2,0,0,32
11590-1108,0.0,2,0,0,0
11320-78,0.0,2,0,0,0
11590-1120,0.0,14,0,12,0
11440-470,0.0,2,0,2,0
11320-100192284,199.91,2,20,0,16
11590-13,254.7,2,16,0,14
11590-131,0.0,2,0,2,0
11410-240,258.77,3,600,0,220
11560-100220554,72.7345,6,0,0,0
11530-561,0.0,2,0,2,0
11545-693,66.16,2,0,0,39
11590-14,0.0,3,60,0,0
11590-157,102.04,4,0,1,0
11590-16,26.9,2,174,0,188
11590-166,0.0,2,0,0,0
11590-167,0.0,7,0,0,0
11320-100202320,196.13,3,30,0,25
11230-1222,0.0,0,0,2,0
11230-1223,0.0,0,0,2,0
11620-611,0.0,4,0,2,0
11620-612,0.0,2,0,2,0
11620-624,0.0,4,0,1,0
11230-1224,201.29,2,0,2,7
11710-254,99.02,3,0,1,0
11230-1225,0.0,0,0,1,0
11620-668,0.0,2,0,2,0
11620-539,75.81,3,0,0,13
11710-279,0.0,2,0,0,18
11230-1227,0.0,0,0,3,0
11200-263,0.0,0,0,2,0
11620-679,0.0,2,0,0,0
11620-682,0.0,2,0,10,0
11710-294,0.0,36,0,0,0
11620-692,0.0,3,0,2,0
11620-82,0.0,2,0,2,0
11260-395,0.0,2,27,0,0
11110-583,49.87,1,1,0,4
11710-308,65.28,2,0,0,3
11620-91,357.94,2,73,0,83
11620-591,0.0,6,0,6,0
11710-312,0.0,4,0,0,0
11620-592,0.0,2,0,0,0
11710-354,0.0,2,0,0,11
11620-94,264.58,2,114,0,137
11110-594,0.0,2,0,0,0
11620-96,266.27,2,88,0,112
11110-598,0.0,0,0,1,0
11110-599,0.0,0,0,0,0
11650-100182408,56.68,2,0,0,12
11110-600,0.0,0,0,0,0
11650-100182411,10.4,2,0,0,0
11530-789,0.0,2,0,2,0
11110-607,0.0,4,0,1,0
11110-608,0.0,2,0,0,0
11710-358,0.0,2,0,5,0
11650-100189150,0.0,2,0,0,95
11710-369,29.59,2,0,0,10
11650-100190750,209.69,5,130,0,388
11650-100190910,62.9,0,0,0,0
11650-100191273,0.08,2,0,0,7
11650-100191991,71.78,2,0,0,7
11650-100195352,51.2,2,0,0,0
11110-614,0.0,3,0,1,0
11590-169,0.0,2,0,0,0
11110-618,0.0,2,0,1,0
11110-62,0.0,2,0,0,0
11110-621,0.0,2,0,2,0
11110-624,0.0,2,0,2,0
11110-625,0.0,2,0,2,0
11110-627,0.0,2,0,2,0
11110-629,0.0,2,0,2,0
11110-63,0.0,2,0,13,0
11110-630,0.0,1,0,1,0
11110-634,0.0,2,0,2,0
11110-636,0.0,1,2,0,0
11110-637,0.0,2,0,0,0
11590-171,0.0,0,0,2,0
11350-329,0.0,3,0,3,0
11170-179,90.6,2,0,1,0
11590-18,251.41,2,132,0,136
11500-100231151,142.59,2,0,0,8
11110-157,0.0,2,0,2,0
11590-19,318.29,5,295,0,423
11110-161,0.0,2,0,1,0
11110-162,0.0,2,0,2,0
11560-904,0.0,2,0,1,0
11500-772,0.0,2,0,0,0
11530-100209612,42.03,3,0,0,8
11110-167,0.0,2,0,1,0
11110-170,0.0,2,0,1,0
11110-171,0.0,17,0,1,0
11410-100181727,0.0,3,0,4,0
11110-175,0.0,2,0,1,0
11110-176,0.0,2,0,0,0
11110-177,0.0,2,0,0,0
11110-178,0.0,2,0,2,0
11590-287,0.0,2,0,1,0
11110-18,0.0,3,0,0,0
11110-180,0.0,2,0,2,0
11110-181,0.0,2,0,2,0
11110-182,0.0,2,0,2,0
11110-183,0.0,2,0,2,0
11215-100225850,177.94,2,25,0,18
11500-534,219.93,2,13,0,10
11590-291,0.0,0,0,3,0
11110-19,0.0,0,0,1,0
11110-190,0.0,2,0,2,0
11110-191,0.0,2,0,1,0
11110-194,0.0,2,0,2,0
11590-3,0.0,13,0,12,0
11590-31,0.0,2,0,0,0
11110-197,0.0,2,0,2,0
11590-323,0.0,2,8,0,0
11590-326,284.52,1,100,0,205
11110-202,0.0,2,0,1,0
11110-203,0.0,1,0,1,0
11110-208,0.0,2,0,2,0
11110-212,0.0,2,0,4,0
11110-213,0.0,2,0,2,0
11590-353,0.0,0,0,0,0
11110-216,0.0,2,0,2,0
11590-362,78.68,2,0,0,43
11110-221,0.0,2,0,0,0
11110-222,0.0,2,0,0,0
11110-224,0.0,2,0,2,0
11590-37,0.0,2,15,0,0
11110-227,0.0,2,0,2,0
11110-228,0.0,2,0,2,0
11110-229,0.0,2,0,2,0
11110-230,0.0,2,0,1,0
11110-231,0.0,2,0,4,0
11110-234,0.0,2,0,0,0
11215-100218137,174.45,2,16,0,13
11110-236,0.0,2,0,2,0
11110-237,0.0,2,0,2,0
11590-386,0.0,4,0,3,0
11590-39,237.16,3,0,0,44
11590-392,0.0,3,0,2,0
11110-243,0.0,2,0,1,0
11590-401,130.94,2,0,2,0
11110-245,0.0,2,0,0,0
11110-247,0.0,2,0,0,0
11110-248,0.0,2,0,2,0
11110-249,0.0,2,0,2,0
11590-407,198.76,2,12,0,12
11110-251,0.0,2,0,2,0
11110-253,0.0,2,0,2,0
11110-254,0.0,2,0,0,0
11590-433,0.0,2,0,2,0
11590-5,0.0,2,14,0,0
11110-26,0.0,0,27,0,0
11590-51,0.0,3,0,0,0
11110-262,0.0,2,0,2,0
11110-263,0.0,2,0,1,0
11110-264,0.0,2,0,2,0
11110-265,0.0,2,0,0,0
11560-1223,6.17,12,0,0,0
11110-267,0.0,2,0,1,0
11590-512,0.0,2,0,2,0
11110-269,0.0,2,0,1,0
11110-278,0.0,2,0,2,0
11110-281,83.44,2,0,2,0
11305-100208622,198.52,2,20,0,16
11590-572,0.0,13,0,13,0
11590-582,0.0,3,0,2,0
11590-6,0.0,2,9,0,0
11110-289,0.0,2,0,2,0
11590-62,0.0,2,0,0,0
11110-290,0.0,2,0,2,0
11110-291,0.0,2,0,2,0
11215-100214946,199.41,2,20,0,16
11110-295,0.0,5,0,5,0
11110-296,0.0,2,0,2,0
11590-515,0.0,2,0,2,0
11110-299,0.0,2,0,2,0
11590-649,0.0,3,0,3,0
11560-899,188.27,3,0,3,7
11110-301,0.0,2,0,2,0
11590-651,66.13,3,0,0,0
11110-303,0.0,2,0,1,0
11590-652,201.18,2,0,8,10
11110-305,0.0,2,0,2,0
11590-517,0.0,9,0,9,0
11110-308,0.0,1,10,0,0
11590-653,0.0,2,0,0,0
11110-310,199.39,1,0,0,7
11590-657,0.0,3,0,0,0
11590-661,28.77,2,0,0,2
11110-32,0.0,2,0,0,0
11110-324,0.0,2,0,2,0
11110-325,0.0,2,0,2,0
11110-329,0.0,3,0,3,0
11590-7,0.0,2,12,0,0
11110-330,0.0,2,0,2,0
11110-331,0.0,2,0,1,0
11110-332,0.0,2,0,4,0
11110-334,0.0,2,0,1,0
11110-336,0.0,4,0,4,0
11110-338,0.0,2,0,2,0
11590-701,0.0,2,11,0,0
11110-340,0.0,2,0,2,0
11110-341,0.0,3,0,1,0
11110-344,0.0,4,0,0,0
11110-345,0.0,4,0,0,0
11110-346,0.0,2,0,0,0
11590-702,0.0,2,15,0,0
11590-703,0.0,2,21,0,0
11590-706,0.0,2,11,0,0
11590-707,0.0,2,9,0,0
11590-709,0.0,2,39,0,0
11530-585,127.718,37,0,0,1414
11110-35,0.0,3,45,0,0
11110-350,0.0,2,0,1,0
11110-351,0.0,2,0,0,0
11140-100237826,85.3315,2,0,0,0
11110-354,0.0,7,7,0,0
11590-746,209.3,3,0,0,73
11110-357,0.0,2,0,2,0
11110-358,0.0,2,0,0,0
11590-747,53.59,2,0,0,4
11110-360,0.0,2,0,2,0
11590-740,167.16,7,0,0,34
11590-755,0.0,2,12,0,0
11110-365,0.0,2,0,0,0
11110-366,0.0,4,25,0,0
11110-370,0.0,2,0,2,0
11110-371,0.0,2,0,2,0
11680-16,40.01,2,0,1,1
11110-376,0.0,2,0,1,0
11110-377,0.0,2,0,1,0
11590-756,0.0,6,0,0,0
11590-757,0.0,4,0,0,0
11110-382,0.0,1,0,0,0
11110-383,0.0,4,18,0,0
11110-384,0.0,0,19,0,0
11590-758,98.11,2,0,0,8
11560-1522,0.0,2,0,2,0
11470-100235269,70.94,2,0,0,0
11110-390,56.45,4,0,1,5
11590-780,0.0,3,0,3,0
11110-394,268.21,0,0,0,4
11560-498,0.0,10,0,4,0
11590-825,0.0,2,0,1,0
11590-827,0.0,4,12,0,0
11110-402,0.0,6,72,0,0
11110-403,0.0,4,66,0,0
11110-404,0.0,2,18,0,0
11110-405,0.0,2,16,0,0
11590-828,0.0,2,11,0,0
11110-407,0.0,1,0,1,0
11110-41,0.0,1,0,1,0
11110-411,0.0,2,0,5,0
11110-42,0.0,1,0,1,0
11110-423,0.0,2,0,1,0
11110-424,0.0,2,0,2,0
11590-92,0.0,2,0,2,0
11110-427,0.0,2,0,2,0
11590-944,71.373,0,0,0,168
11590-952,202.22,5,0,0,815
11500-100267130,199.73,2,20,0,16
11215-80,0.0,2,0,1,0
11110-432,0.0,0,0,0,0
11380-100192613,195.79,2,12,0,12
11110-435,0.0,2,0,1,0
11110-438,0.0,2,0,0,0
11380-201,78.79,2,0,0,0
11110-44,0.0,2,30,0,0
11110-440,0.0,2,0,1,0
11110-441,0.0,3,0,1,0
11320-100194447,188.14,2,24,0,19
11320-100216794,199.83,3,44,0,37
11380-100265367,182.64,2,29,0,21
11110-446,0.0,0,0,0,0
11110-447,0.0,0,0,1,0
11530-100207812,199.75,2,20,0,17
11110-45,0.0,6,168,0,0
11590-960,189.67,2,16,0,16
11110-451,0.0,2,0,0,0
11110-452,0.0,3,0,1,0
11110-453,0.0,2,0,2,0
11110-454,0.0,2,0,2,0
11110-455,0.0,2,0,2,0
11440-1202,30.97,3,0,0,0
11530-100233593,199.82,3,43,0,35
11530-100250927,176.05,2,29,0,23
11110-46,0.0,3,0,1,0
11110-460,28.4206,2,0,1,0
11110-461,61.49,2,0,0,0
11590-961,0.0,10,660,0,0
11110-48,0.0,2,0,2,0
11140-112,0.0,2,0,0,0
11230-1174,0.0,0,0,3,0
11110-492,170.34,1,0,1,16
11620-100181582,244.09,7,545,0,615
11110-497,0.0,2,0,1,0
11620-100182200,249.49,4,512,0,364
11620-100199342,198.75,2,14,0,12
11110-503,0.0,2,0,1,0
11110-504,0.0,2,18,0,0
11140-603,43.65,2,0,0,0
11230-1164,0.0,0,0,10,0
11110-51,0.0,2,0,2,0
11590-100246914,168.3,2,7,0,0
11110-511,0.0,2,0,2,0
11110-514,0.0,2,0,2,0
11110-515,0.0,2,0,1,0
11650-100184794,57.27,0,0,0,46
11110-52,0.0,2,0,2,0
11620-100223140,199.9,2,29,0,23
11740-100252906,194.55,2,29,0,24
11620-100225494,185.69,7,67,0,49
11110-525,0.0,1,0,1,0
11620-100226240,182.74,2,21,0,11
11230-1169,0.0,0,0,0,0
11110-53,0.0,3,0,3,0
11230-117,0.0,0,0,8,0
11110-534,0.0,1,19,0,0
11230-1171,0.0,0,0,2,0
11110-537,0.0,0,0,1,0
11230-1172,0.0,0,0,1,0
11230-1173,0.0,0,0,23,0
11110-54,0.0,2,0,2,0
11260-100197942,246.24,2,20,0,16
11110-541,0.0,2,0,2,0
11110-546,0.0,2,0,1,0
11110-55,0.0,3,0,3,0
11110-551,0.0,2,0,0,0
11110-554,26.87,3,0,0,4
11110-561,43.56,2,0,2,0
11110-563,110.51,1,0,0,0
11110-569,120.73,2,0,0,0
11305-100238164,0.0,2,0,2,0
11350-806,0.0,2,0,2,0
11110-642,52.12,2,10,0,20
11110-643,72.46,2,0,1,5
11620-100234012,199.93,2,29,0,21
11110-646,0.0,1,0,0,0
11305-370,0.0,2,0,2,0
11110-648,51.68,2,0,2,3
11620-100235792,199.93,2,24,0,19
11530-100262207,193.99,2,23,0,18
11110-652,43.1761,2,0,2,0
11110-653,0.0,2,0,0,0
11545-372,0.0,3,0,3,0
11110-66,0.0,2,0,0,0
11110-663,0.0,2,0,2,0
11110-664,0.0,2,14,0,0
11230-1014,297.93,10,558,0,693
11110-67,0.0,2,0,2,0
11110-670,0.0,2,0,1,0
11680-159,0.0,3,390,0,0
11215-100219697,149.92,2,18,0,16
11620-100246838,124.42,0,0,0,0
11110-677,0.0,2,9,0,0
11230-1256,0.0,0,0,0,80
11110-680,0.0,2,0,1,0
11740-100287582,206.79,2,89,0,108
11620-100248834,149.9,2,19,0,16
11110-685,0.0,2,0,0,0
11545-607,0.0,2,0,2,0
11620-100249612,149.73,2,19,0,16
11620-100250212,196.2,2,28,0,16
11740-100287677,194.86,3,29,0,24
11620-115,0.0,2,0,0,0
11620-118,0.0,3,0,2,0
11230-360,300.55,14,1070,0,1357
11620-123,0.0,3,0,3,0
11620-100241972,183.52,2,19,0,16
11110-696,0.0,1,0,1,0
11230-63,314.772,8,499,0,617
11110-703,0.0,2,0,2,0
11440-850,345.48,4,279,0,430
11620-168,54.05,3,0,0,0
11620-171,227.15,4,174,0,210
11710-125,0.0,0,338,0,0
11545-100214358,199.91,2,29,0,20
11710-382,319.36,5,384,0,0
11620-174,0.0,2,0,2,0
11140-1147,0.0,0,0,1,0
11620-186,290.41,2,197,0,111
11140-1152,0.0,0,0,1,0
11620-190,297.97,24,1456,0,2134
11620-191,194.87,3,88,0,95
11620-192,197.23,2,15,0,15
11545-100222372,199.96,2,29,0,21
11620-208,0.0,2,12,0,0
11260-100266710,199.04,2,14,0,11
11650-282,0.0,5,0,5,0
11290-1391,279.5,32,2197,0,2733
11620-210,0.0,2,12,0,0
11620-211,212.11,2,10,0,6
11620-22,0.0,2,0,2,0
11620-240,0.0,2,0,2,0
11620-258,2.34,4,0,0,67
11620-265,0.0,3,0,2,0
11440-861,0.0,2,0,0,0
11620-269,0.0,2,0,2,0
11140-1173,0.0,0,0,2,0
11140-1175,0.0,0,0,1,0
11200-581,89.74,2,0,1,5
11620-272,0.0,5,0,0,0
11140-1178,0.0,0,0,1,0
11620-279,0.0,2,10,0,0
11620-280,0.0,2,63,0,0
11140-1180,0.0,0,0,0,0
11320-100195007,0.0,8,717,0,0
11545-100214017,195.82,2,24,0,19
11620-30,0.0,4,492,0,0
11470-100234528,199.35,2,29,0,23
11140-1194,0.0,0,0,1,0
11140-1198,0.0,0,0,2,0
11620-32,62.75,4,0,0,50
11620-335,0.0,4,137,0,0
11500-796,7.42,16,0,0,12
11530-100181804,220.01,3,175,0,207
11620-36,261.52,8,959,0,353
11620-363,234.93,3,129,0,150
11110-712,0.0,2,0,2,0
11110-713,0.0,2,0,0,0
11650-100284475,6.11,237,0,0,0
11110-715,0.0,2,0,2,0
11110-717,0.0,2,0,1,0
11620-369,0.0,2,16,0,0
11110-719,0.0,2,0,2,0
11110-72,0.0,2,0,0,0
11620-37,0.0,2,0,0,0
11110-723,60.25,4,0,1,28
11110-724,0.0,2,0,2,0
11110-727,0.0,2,0,2,0
11620-370,0.0,3,36,0,0
11620-374,0.0,2,45,0,0
11110-730,0.0,2,0,1,0
11110-731,0.0,2,0,2,0
11110-732,0.0,2,8,0,0
11620-380,0.0,2,18,0,0
11620-381,0.0,3,280,0,0
11620-382,238.67,10,630,0,0
11110-733,0.0,2,6,0,0
11110-735,16.14,2,0,1,0
11110-736,29.92,3,0,0,3
11110-737,0.0,2,0,2,0
11110-739,0.0,1,0,1,0
11230-118,0.0,0,0,4,0
11110-740,0.0,1,4,0,0
11110-741,0.0,2,10,0,0
11530-100255707,385.05,3,0,0,0
11110-744,0.0,0,0,1,0
11110-745,0.0,2,0,0,0
11620-387,318.13,7,818,0,487
11620-389,339.67,3,201,0,222
11110-748,0.0,2,0,1,0
11110-749,0.0,2,0,0,0
11650-100284755,299.84,7,757,0,1202
11110-752,0.0,2,18,0,0
11620-429,199.9,3,0,0,223
11110-754,0.0,3,9,0,0
11620-430,328.74,4,373,0,412
11620-500,0.0,2,4,0,0
11260-487,0.0,2,0,2,0
11230-1184,0.0,0,0,7,0
11110-76,0.0,2,0,0,0
11620-502,318.63,2,0,0,33
11620-503,0.0,2,0,0,10
11110-762,175.0,3,0,0,0
11110-764,0.0,2,0,0,0
11620-504,85.47,4,0,0,23
11110-766,0.0,2,0,1,0
11110-77,0.0,2,0,1,0
11110-771,83.77,2,12,0,0
11620-505,35.04,4,0,0,50
11110-773,84.06,3,18,0,0
11110-774,0.0,0,0,1,0
11110-775,0.0,1,0,1,0
11305-100238144,134.23,2,0,2,0
11620-51,297.04,4,164,0,383
11110-778,0.0,2,0,1,0
11110-779,0.0,2,0,1,0
11620-52,0.0,2,140,0,0
11110-780,0.0,2,0,2,0
11500-100200673,125.69,2,0,0,88
11500-100242073,238.51,14,1004,0,1643
11620-533,66.49,4,0,0,57
11230-1187,0.0,0,0,6,0
11110-786,0.0,2,0,0,0
11230-119,0.0,0,0,6,0
11110-789,0.0,2,0,2,0
11110-79,0.0,2,0,0,0
11110-790,0.0,2,0,0,0
11110-791,0.0,31,0,0,0
11110-795,0.0,2,0,2,0
11230-1191,0.0,0,0,8,0
11110-797,0.0,3,0,0,0
11110-798,0.0,2,0,2,0
11560-579,0.0,3,390,0,0
11110-8,0.0,2,0,2,0
11110-80,0.0,2,0,2,0
11470-100203685,199.95,2,19,0,16
11110-801,0.0,3,0,3,0
11470-100203725,148.4324,2,16,0,11
11560-594,0.0,3,0,2,0
11110-804,0.0,2,0,1,0
11470-100204005,199.94,2,20,0,13
11110-806,0.0,2,0,2,0
11470-100204028,199.92,2,28,0,20
11110-808,0.0,2,0,2,0
11470-100204065,199.71,3,28,0,23
11230-1192,0.0,0,0,3,0
11230-1193,0.0,0,0,6,0
11560-663,0.0,3,0,0,0
11560-667,0.0,2,0,0,0
11410-100182090,59.98,2,0,0,91
11530-100254807,14.94,2,0,0,8
11560-713,0.0,3,0,1,0
11110-826,0.0,2,0,2,0
11110-828,0.0,2,0,6,0
11110-83,0.0,2,0,0,0
11110-831,0.0,2,0,2,0
11560-855,353.65,5,461,0,551
11110-834,0.0,2,0,2,0
11110-836,0.0,2,0,2,0
11560-728,0.0,2,0,1,0
11110-839,0.0,2,18,0,0
11560-730,0.0,2,0,0,0
11560-731,0.0,1,6,0,0
11110-841,0.0,0,19,0,0
11110-842,0.0,3,13,0,0
11110-843,0.0,0,27,0,0
11110-846,37.06,2,0,2,5
11110-848,82.34,6,48,0,48
11740-463,73.83,4,0,0,39
11560-74,67.71,6,0,0,0
11110-852,0.0,2,0,1,0
11560-776,114.33,2,0,10,5
11560-803,0.0,2,0,0,0
11110-856,0.0,2,0,2,0
11500-100255193,170.79,2,28,0,23
11110-859,0.0,1,0,0,0
11110-86,0.0,8,0,8,0
11110-860,0.0,2,16,0,0
11560-863,184.05,4,0,0,200
11110-862,0.0,4,12,0,0
11110-863,0.0,4,12,0,0
11560-890,0.0,26,861,0,0
11560-84,0.0,2,0,1,0
11110-87,0.0,2,0,1,0
11560-939,0.0,3,54,0,0
11110-872,0.0,2,0,1,0
11560-34,0.0,2,0,1,0
11110-876,0.0,4,0,4,0
11110-877,0.0,1,0,1,0
11110-878,0.0,10,128,0,0
11590-325,227.73,3,194,0,206
11560-851,0.0,4,360,0,0
11380-100186423,147.73,4,230,0,345
11560-852,0.0,4,360,0,0
11110-886,0.0,2,0,0,0
11110-89,0.0,2,0,2,0
11110-898,0.0,2,0,0,0
11110-899,42.96,3,0,2,2
11560-985,0.0,2,0,0,0
11470-100209446,184.53,2,29,0,23
11560-987,0.0,2,0,2,0
11560-994,0.0,3,0,0,0
11500-100339852,39.26,3,0,0,28
11560-1713,0.0,2,0,0,0
11110-906,0.0,2,0,1,0
11590-100181453,189.87,2,12,0,12
11110-911,0.0,2,0,0,0
11560-100227998,463.34,2,0,0,248
11110-913,0.0,2,0,1,0
11590-100183853,134.16,2,12,0,12
11560-1221,364.34,5,348,0,329
11590-100185590,0.0,0,0,0,0
11110-920,0.0,1,0,1,0
11110-922,0.0,0,0,1,0
11215-100224657,199.89,2,20,0,16
11110-924,0.0,2,0,2,0
11110-925,0.0,3,0,3,0
11110-927,0.0,0,0,1,0
11590-100189180,236.81,3,304,0,380
11590-100189480,81.9,2,0,0,42
11590-100197332,72.81,10,0,0,40
11590-100198872,199.54,2,20,0,16
11110-932,0.0,2,0,8,0
11290-910,0.0,3,238,0,0
11590-100212827,199.34,2,12,0,11
11590-100213538,0.0,0,0,0,0
11110-937,0.0,2,0,1,0
11380-100304734,241.35,10,760,0,930
11590-100214318,0.0,0,0,0,0
11110-94,0.0,2,0,2,0
11110-940,0.0,2,9,0,0
11110-941,0.0,0,0,1,0
11110-943,152.6946,2,0,0,0
11500-433,63.57,3,0,0,50
11590-100218465,118.98,2,0,2,16
11590-100221235,199.94,2,28,0,20
11590-100222476,192.3,2,29,0,20
11590-100222805,594.26,2,0,0,157
11140-1007,0.0,0,0,1,0
11140-1008,0.0,0,0,1,0
11215-100181967,0.0,2,0,0,0
11215-100235849,242.745,2,17,0,14
11140-1011,0.0,0,0,1,0
11590-100226490,0.0,0,0,0,0
11590-100226745,182.51,2,27,0,19
11560-1133,87.59,2,0,0,451
11140-1016,0.0,0,0,1,0
11140-102,0.0,0,0,1,0
11650-100267075,149.91,3,42,0,25
11530-494,0.0,2,0,2,0
11380-100206607,219.79,2,16,0,12
11140-1026,0.0,0,0,1,0
11140-103,0.0,0,0,1,0
11140-1030,0.0,0,0,1,0
11140-1031,0.0,0,0,1,0
11140-1032,0.0,0,0,1,0
11140-1033,0.0,0,0,1,0
11140-1034,0.0,0,0,1,0
11590-100232466,249.96,3,28,0,34
11590-1011,0.0,4,0,4,0
11590-1024,0.0,2,0,1,2
11140-1041,0.0,0,0,1,0
11590-1031,173.58,2,16,0,6
11140-1046,0.0,0,0,1,0
11740-524,0.0,2,0,0,0
11140-1048,0.0,0,0,1,0
11740-399,68.42,2,0,0,33
11590-1034,329.66,1,120,0,128
11590-1035,212.45,1,90,0,82
11140-1052,0.0,0,0,1,0
11140-1054,0.0,0,0,1,0
11140-1058,0.0,0,0,1,0
11140-1060,0.0,0,0,0,0
11140-1065,0.0,0,0,2,0
11140-1067,0.0,0,0,4,0
11740-599,0.0,1,0,0,22
11170-100217662,5.8942,1,0,0,0
11200-100232717,200.49,16,606,0,782
11140-1078,0.0,0,0,1,0
11590-1039,224.14,2,113,0,120
11140-1082,0.0,0,0,2,0
11590-1040,271.17,2,140,0,155
11215-399,0.0,4,0,0,0
11410-100181971,0.0,3,0,3,0
11140-1088,0.0,0,0,1,0
11530-100255007,0.0,2,0,0,0
11140-109,0.0,0,0,1,0
11140-1090,0.0,0,0,2,0
11590-1053,82.75,2,0,0,18
11305-81,0.0,2,0,0,0
11140-1094,0.0,0,0,1,0
11560-46,60.0041,2,0,0,0
11530-100219893,195.2,2,16,0,13
11590-1058,0.0,2,0,0,0
11590-1061,0.0,0,0,0,0
11140-1099,0.0,0,0,2,0
11590-1063,0.0,2,0,0,0
11590-1067,0.0,2,13,0,0
11590-1068,0.0,2,12,0,0
11500-232,0.0,8,1005,0,0
11140-1102,0.0,0,0,2,0
11590-1069,0.0,2,42,0,0
11590-1027,148.01,1,4,0,2
11140-1105,0.0,0,0,0,0
11590-1070,0.0,2,10,0,0
11410-100197123,0.0,3,0,0,0
11545-329,0.0,2,0,2,0
11140-1114,0.0,0,0,1,0
11560-103,0.0,2,4,0,0
11350-89,94.91,2,0,0,61
11110-105,0.0,2,7,0,0
11500-100322472,249.91,4,78,0,115
11110-140,0.0,2,0,1,0
11560-2075,64.28,2,0,0,2
11500-100335532,299.06,2,0,0,54
11110-22,0.0,6,71,0,0
11110-260,0.0,2,0,2,0
11140-1127,0.0,0,0,1,0
11140-1133,0.0,0,0,0,0
11140-1134,0.0,0,0,1,0
11290-942,0.0,4,0,4,0
11110-29,0.0,0,33,0,0
11110-297,0.0,3,0,3,0
11110-30,0.0,3,23,0,0
11290-945,0.0,2,0,2,0
11500-792,127.01,4,0,0,112
11110-314,69.84,9,0,0,82
11290-948,0.0,2,0,2,0
11290-954,0.0,38,0,38,0
11290-955,0.0,2,0,2,0
11110-315,57.45,3,0,0,0
11290-958,0.0,12,0,12,0
11110-318,0.0,8,87,0,0
11200-972,0.0,0,0,1,0
11110-33,85.53,9,116,0,138
11200-974,0.0,0,0,2,0
11110-339,0.0,2,0,1,0
11110-36,0.0,5,96,0,0
11200-978,0.0,0,0,2,0
11200-979,0.0,0,0,2,0
11110-38,0.0,2,4,0,0
11290-963,0.0,3,0,3,0
11200-983,0.0,0,0,2,0
11290-964,0.0,5,0,5,0
11110-396,274.59,2,0,1,8
11110-40,72.98,4,54,0,0
11740-100201756,200.19,3,20,0,22
11200-994,124.7,2,16,0,3
11110-400,0.0,3,27,0,0
11110-401,0.0,3,39,0,0
11215-100,0.0,2,4,0,0
11290-97,0.0,2,0,2,0
11215-100181969,0.0,2,0,2,0
11110-406,0.0,4,19,0,0
11110-413,0.0,2,79,0,0
11215-100181970,0.0,2,0,2,0
11290-970,0.0,2,0,2,0
11215-100185950,51.99,2,0,0,8
11215-101,0.0,2,4,0,0
11215-102,0.0,2,4,0,0
11215-103,0.0,2,18,0,0
11215-100224559,181.22,2,29,0,20
11215-105,0.0,2,4,0,0
11290-974,0.0,2,0,2,0
11290-976,0.0,2,0,2,0
11215-114,0.0,2,0,0,0
11215-100227271,147.26,2,47,0,52
11290-993,0.0,1,0,1,0
11200-239,123.91,2,0,0,4
11305-100211641,199.13,2,24,0,17
11215-100227550,149.82,2,19,0,16
11215-100227887,209.8,2,23,0,17
11410-100181666,0.0,4,0,2,0
11215-100228067,147.26,2,16,0,13
11215-100228227,199.59,2,19,0,15
11305-102,0.0,2,0,2,0
11215-100228718,197.138,3,34,0,26
11215-100229376,113.3328,2,0,0,11
11215-100229787,199.93,3,28,0,26
11320-334,0.0,4,604,0,0
11215-100233187,199.98,2,22,0,15
11320-336,0.0,15,1284,0,0
11305-106,0.0,2,0,2,0
11320-369,0.0,0,0,0,0
11215-100234487,194.17,2,29,0,22
11215-100236590,187.07,2,29,0,21
