건축물대장 관립번호,용적율,주건축물수,세대수,가구수,주차 대수
11215-104,0.0,3,123,0,0
11500-31,0.0,2,0,1,0
11215-15,148.47,2,0,0,9
11305-126,80.41,2,0,0,0
11410-100207138,51.1,0,1,0,0
11500-479,199.98,2,0,0,20
11110-431,0.0,4,0,0,0
11305-144,0.0,2,0,2,0
11545-662,90.08,2,0,2,0
11740-374,393.53,17,2938,0,3012
11305-146,0.0,2,0,2,0
11740-493,277.67,22,1622,0,2185
11110-445,126.53,2,0,0,0
11200-1150,135.64,2,0,0,0
11470-100222247,192.94,2,28,0,21
11260-10,187.5,9,1430,0,382
11110-493,20.92,3,0,1,8
11110-50,0.0,3,20,0,0
11260-100239509,247.29,13,719,0,917
11230-645,0.0,0,0,2,0
11110-506,0.0,4,0,1,0
11140-1262,0.0,0,0,1,0
11140-1263,0.0,0,0,1,0
11140-1264,0.0,0,0,1,0
11230-646,138.23,2,0,2,0
11140-1266,0.0,0,0,1,0
11110-520,0.0,2,0,0,0
11110-562,49.64,2,0,0,2
11230-65,0.0,0,0,11,0
11140-1272,0.0,0,0,1,0
11140-1273,0.0,0,0,1,0
11470-100190872,216.9249,3,197,0,330
11110-638,0.0,3,0,3,0
11230-654,0.0,0,0,2,0
11230-655,0.0,0,0,2,0
11110-645,133.48,4,0,0,92
11260-100263830,232.32,9,245,0,291
11260-100265830,199.95,2,26,0,18
11140-1283,0.0,0,0,0,0
11140-1286,0.0,4,0,0,0
11110-71,0.0,2,0,1,0
11110-772,0.0,10,134,0,164
11290-100183892,179.25,19,522,0,601
11230-665,0.0,0,0,1,0
11110-840,0.0,0,139,0,0
11140-1304,0.0,0,0,1,0
11140-1305,0.0,0,0,1,0
11140-1306,0.0,0,0,1,0
11140-1307,0.0,0,0,1,0
11230-669,0.0,0,0,3,0
11140-1310,0.0,0,0,1,0
11110-847,250.97,3,156,0,256
11110-868,77.81,2,0,1,5
11170-9,0.0,2,8,0,0
11290-1218,0.0,3,0,3,0
11170-94,0.0,2,0,3,0
11170-96,0.0,4,12,0,0
11110-60,0.0,2,0,1,0
11290-1236,0.0,2,0,2,0
11140-100206113,0.0,2,0,0,0
11200-100181148,0.0,0,0,0,0
11290-1052,0.0,2,0,2,0
11290-1241,0.0,3,0,3,0
11305-100224324,199.39,2,18,0,13
11140-100208873,0.0,0,0,0,0
11290-1247,0.0,3,0,1,0
11140-507,0.0,0,0,1,0
11380-100294194,243.42,15,952,0,1068
11200-1011,0.0,0,0,2,0
11290-1258,57.87,2,0,0,0
11200-1014,0.0,0,0,1,0
11530-100234933,190.93,3,24,0,20
11380-100297255,236.05,21,1305,0,1407
11200-1019,0.0,0,0,2,0
11380-100309494,239.41,10,678,0,859
11140-1000,0.0,0,0,0,0
11140-100211273,224.62,14,0,0,1010
11200-1024,0.0,0,0,2,0
11140-100214073,480.25,2,0,0,5
11290-1313,0.0,2,0,2,0
11140-1035,0.0,0,0,1,0
11320-100199320,184.97,2,28,0,23
11200-1031,0.0,0,0,2,0
11290-1317,0.0,2,0,2,0
11290-1323,0.0,3,0,2,0
11140-1053,0.0,0,0,1,0
11380-203,119.88,6,0,0,150
11140-1066,0.0,0,0,1,0
11200-1040,0.0,4,66,0,0
11200-1041,0.0,2,39,0,0
11200-1042,0.0,0,0,2,0
11290-1336,0.0,3,0,3,0
11530-100255967,0.0,2,0,0,0
11200-1046,0.0,0,0,2,0
11200-1049,0.0,0,0,5,0
11200-1050,0.0,0,0,2,0
11380-100314034,199.95,3,41,0,30
11140-1104,0.0,0,0,3,0
11380-622,0.0,5,370,0,281
11215-120,0.0,2,0,1,0
11305-152,0.0,2,0,2,0
11140-115,0.0,0,0,0,0
11140-1202,0.0,0,0,1,0
11500-100319713,202.75,2,0,0,137
11140-1239,262.71,2,0,0,60
11140-1253,0.0,0,0,0,0
11530-1023,320.26,33,2414,0,3060
11545-100263831,359.98,2,0,0,46
11140-1255,0.0,0,0,0,0
11140-1260,0.0,0,0,0,0
11140-129,0.0,0,0,1,0
11305-215,0.0,2,0,2,0
11215-148,0.0,3,0,3,0
11140-1293,0.0,0,0,1,0
11215-153,0.0,1,0,3,0
11140-14,0.0,0,0,0,0
11215-156,0.0,1,0,1,0
11215-157,0.0,1,0,5,0
11140-140,0.0,0,0,0,0
11140-154,0.0,0,0,1,0
11620-236,98.5,6,0,0,28
11215-163,0.0,2,0,8,0
11215-167,0.0,2,0,1,0
11620-70,0.0,2,0,11,0
11650-68,296.66,5,344,0,641
11215-17,288.91,7,245,0,324
11305-259,0.0,2,0,2,0
11140-506,0.0,0,0,1,0
11305-260,0.0,3,0,3,0
11215-177,0.0,2,0,2,0
11215-179,0.0,5,0,0,0
11215-180,0.0,2,0,2,0
11140-509,0.0,0,0,0,0
11305-264,0.0,2,0,2,0
11215-185,124.68,2,0,0,7
11140-53,0.0,0,0,1,0
11140-563,0.0,0,0,0,0
11140-618,0.0,0,0,0,0
11350-597,0.0,4,0,4,0
11290-872,0.0,2,0,13,0
11140-622,0.0,0,0,1,0
11140-630,217.87,3,0,0,277
11140-637,294.32,2,0,0,24
11500-100229045,85.53,3,0,0,9
11680-317,164.81,2,0,12,9
11140-662,0.0,0,0,1,0
11140-731,0.0,0,0,0,0
11140-739,63.98,0,0,0,0
11140-743,731.69,2,218,0,90
11140-75,0.0,0,0,0,0
11140-760,0.0,0,0,0,0
11140-813,0.0,0,12,0,0
11140-827,0.0,0,0,1,0
11140-900,0.0,0,0,1,0
11140-953,0.0,0,0,8,0
11140-961,0.0,0,0,2,0
11140-981,0.0,0,0,6,0
11140-986,0.0,0,0,1,0
11170-100,47.32,9,0,0,52
11170-100204117,146.06,2,0,0,17
11680-179,298.3433,5,384,0,418
11140-799,104.32,5,0,0,711
11170-100204398,174.65,2,27,0,15
11170-100206078,199.67,3,29,0,24
11470-100223147,199.22,3,30,0,24
11230-100191402,396.83,2,0,0,48
11170-100207639,199.1215,2,28,0,21
11230-659,73.27,15,0,0,68
11530-142,151.64,2,19,0,8
11170-100208180,119.91,2,0,0,12
11305-100186162,118.54,2,0,0,0
11170-100209418,163.51,2,28,0,14
11170-102,0.0,4,178,0,0
11170-105,249.79,2,98,0,120
11410-100186980,63.68,2,0,0,0
11170-114,177.9,3,0,0,109
11170-120,168.96,4,101,0,245
11170-121,86.36,3,0,0,0
11230-670,0.0,0,0,2,0
11230-671,0.0,0,0,0,0
11170-130,56.81,2,0,2,1
11170-133,249.14,3,176,0,196
11500-253,168.84,3,0,0,0
11170-137,57.31,5,49,0,75
11230-68,0.0,0,0,2,0
11140-141,0.0,0,0,0,0
11170-149,250.0,2,146,0,199
11140-147,0.0,0,0,0,0
11170-150,85.42,2,15,0,57
11140-152,0.0,0,0,0,0
11170-161,248.62,2,103,0,122
11140-157,0.0,0,0,1,0
11230-697,0.0,0,0,2,0
11230-699,0.0,0,0,2,0
11140-161,0.0,0,0,1,0
11140-162,0.0,0,0,1,0
11140-164,0.0,0,0,1,0
11110-100219546,0.0,12,0,0,0
11140-168,0.0,0,0,1,0
11140-169,0.0,0,0,1,0
11140-171,0.0,0,0,1,0
11140-1241,395.77,4,0,0,153
11140-174,0.0,0,0,1,0
11170-100190232,54.55,5,0,0,132
11140-178,0.0,0,0,1,0
11140-179,0.0,0,0,0,0
11140-180,0.0,0,0,1,0
11170-186,538.91,2,296,0,392
11170-19,215.7,5,289,0,242
11170-2,141.55,5,0,0,85
11200-1055,0.0,0,0,2,0
11290-1349,0.0,3,0,3,0
11290-1352,0.0,6,0,6,0
11290-1353,0.0,9,0,6,0
11170-41,289.95,16,1458,0,1974
11230-573,112.18,2,0,0,14
11200-1067,0.0,0,36,0,0
11200-107,0.0,0,0,2,0
11290-1362,0.0,8,0,17,0
11290-1364,0.0,2,0,2,0
11200-1074,0.0,4,0,4,0
11200-1075,0.0,3,0,0,0
11200-1077,0.0,0,0,0,0
11170-167,83.4,4,0,0,20
11170-42,316.73,2,534,0,263
11170-44,0.0,2,35,0,0
11200-1082,0.0,5,60,0,0
11200-1084,0.0,0,0,1,0
11200-1088,0.0,0,0,0,0
11170-52,355.19,10,834,0,1162
11200-109,0.0,0,0,0,0
11290-1369,0.0,4,0,4,0
11290-1370,0.0,2,0,2,0
11200-1095,0.0,0,0,0,0
11200-1098,0.0,0,0,2,0
11200-1099,0.0,0,0,2,0
11170-62,82.77,3,16,0,62
11170-65,299.95,2,135,0,490
11290-1380,0.0,4,0,4,0
11200-1102,0.0,0,0,2,0
11200-1103,0.0,0,0,1,0
11200-1115,0.0,0,0,3,0
11170-85,142.12,3,0,0,178
11215-188,0.0,1,0,1,0
11215-189,0.0,1,0,1,0
11260-154,0.0,2,0,2,0
11215-191,0.0,2,19,0,0
11215-192,0.0,2,0,2,0
11200-100185852,0.0,0,0,0,0
11350-90,104.8,6,0,0,58
11170-7,0.0,2,0,0,0
11320-100192451,198.49,2,12,0,11
11740-376,0.0,3,0,3,0
11170-73,2.59,1,0,0,7
11200-100205236,42.46,3,0,0,6
11500-100254432,399.63,2,0,0,189
11215-207,95.84,2,0,0,49
11500-633,332.02,3,224,0,0
11215-210,87.6,4,0,1,54
11680-100205507,266.4,5,0,0,626
11305-100197982,215.53,2,15,0,12
11215-215,0.0,2,0,0,0
11215-219,0.0,2,0,2,0
11215-22,0.0,3,5,0,0
11215-220,0.0,2,9,0,0
11200-100225389,199.91,2,29,0,20
11215-223,0.0,3,6,0,0
11170-74,358.45,4,300,0,306
11200-1048,107.31,3,0,4,0
11530-100256494,219.89,5,345,0,457
11215-229,136.6,2,0,1,0
11200-1068,79.38,2,16,0,0
11530-178,0.0,2,0,1,0
11350-640,0.0,8,864,0,0
11380-100229585,56.95,2,0,0,1
11215-241,111.03,2,0,3,0
11215-245,0.0,2,0,2,0
11215-262,0.0,1,0,1,0
11215-263,0.0,3,0,3,0
11710-371,226.36,4,173,0,210
11740-100274682,17.48,8,0,0,42
11305-265,0.0,2,0,2,0
11305-267,0.0,3,0,3,0
11200-1148,208.8,2,0,0,6
11200-1162,0.0,0,6,0,0
11200-122,0.0,0,0,3,0
11530-100219913,75.66,2,0,10,0
11305-285,89.64,2,0,0,2
11500-93,0.0,4,253,0,0
11590-100233767,210.26,2,0,6,5
11200-195,0.0,2,8,0,0
11305-298,0.0,10,0,10,0
11200-204,0.0,0,0,2,0
11200-230,0.0,0,0,9,0
11200-853,293.46,3,508,0,145
11305-31,0.0,2,0,2,0
11500-100249472,199.94,2,28,0,17
11290-100216353,0.0,2,0,0,0
11530-100219973,185.88,3,29,0,24
11200-244,50.73,3,0,0,5
11200-1188,0.0,0,0,2,0
11200-273,0.0,0,0,2,0
11305-315,0.0,2,0,2,0
11200-290,63.96,7,0,2,0
11410-256,193.7492,4,0,0,772
11500-100324532,181.26,2,20,0,16
11290-372,0.0,2,0,7,0
11320-77,0.0,0,0,0,0
11200-326,0.0,0,0,0,0
11200-344,139.69,2,0,6,0
11200-372,0.0,0,0,2,0
11200-4,101.69,2,0,0,0
11200-445,0.0,0,0,0,0
11140-182,0.0,0,0,1,0
11230-703,0.0,0,0,1,0
11230-705,0.0,0,0,2,0
11230-706,0.0,0,0,2,0
11230-707,0.0,0,0,3,0
11200-479,0.0,0,0,0,0
11230-709,0.0,0,0,3,0
11230-710,0.0,0,0,4,0
11230-711,0.0,0,0,1,0
11230-717,0.0,0,0,35,0
11230-718,0.0,0,0,3,0
11230-72,0.0,0,0,2,0
11200-516,0.0,0,0,10,0
11200-532,241.45,6,460,0,454
11200-548,0.0,0,0,3,0
11200-588,131.19,3,0,4,5
11230-721,0.0,0,0,2,0
11140-21,0.0,0,0,0,0
11230-722,0.0,0,0,7,0
11230-724,0.0,0,0,2,0
11230-725,0.0,0,0,2,0
11230-726,0.0,0,0,3,0
11200-590,102.05,4,0,0,4
11545-100251171,299.36,2,0,0,58
11140-225,0.0,0,0,1,0
11230-73,0.0,0,0,3,0
11140-233,0.0,0,0,0,0
11230-733,0.0,0,0,2,0
11230-734,0.0,0,0,2,0
11230-735,0.0,0,0,1,0
11230-736,0.0,0,0,2,0
11590-49,289.27,3,925,0,7
11230-737,0.0,2,0,2,0
11140-240,0.0,0,0,1,0
11140-241,0.0,0,0,1,0
11200-616,0.0,0,0,1,0
11140-247,0.0,0,0,1,0
11230-740,102.19,2,0,1,0
11140-249,0.0,0,0,0,0
11140-250,0.0,0,0,1,0
11140-251,0.0,0,0,1,0
11140-252,0.0,0,0,1,0
11740-100259782,249.38,2,29,0,17
11140-254,0.0,0,0,1,0
11200-1121,0.0,0,0,1,0
11200-1122,0.0,0,0,7,0
11200-1124,0.0,0,0,3,0
11290-1382,0.0,2,0,2,0
11200-678,0.0,0,0,14,0
11200-1131,0.0,0,0,0,0
11200-1134,0.0,0,0,2,0
11290-1385,0.0,1,0,1,0
11200-700,0.0,0,0,2,0
11200-1137,0.0,2,9,0,0
11200-704,0.0,0,0,3,0
11200-1139,100.05,2,5,0,0
11200-718,0.0,0,0,28,0
11200-722,334.61,11,1017,0,1096
11200-731,153.51,2,0,1,0
11290-1398,0.0,2,0,2,0
11200-75,0.0,2,0,0,1
11200-1157,0.0,2,275,0,100
11200-780,107.66,3,0,0,163
11290-1400,0.0,3,0,3,0
11200-816,0.0,0,0,2,0
11305-537,0.0,2,16,0,0
11290-1408,0.0,2,0,2,0
11530-100258707,293.76,2,32,0,79
11200-910,0.0,11,840,0,796
11290-1425,0.0,2,0,2,0
11290-1428,0.0,2,0,1,0
11290-1429,0.0,2,0,2,0
11200-920,355.28,1,137,0,102
11290-1437,0.0,3,0,3,0
11200-923,0.0,0,0,0,0
11290-1442,0.0,2,0,2,0
11290-1448,0.0,2,0,2,0
11290-1450,0.0,2,0,2,0
11290-1451,0.0,2,0,2,0
11290-1455,0.0,4,0,4,0
11290-1457,0.0,3,0,3,0
11290-1476,75.45,2,0,0,9
11290-1477,148.44,2,0,0,5
11200-1187,0.0,0,0,2,0
11440-75,229.65,3,133,0,112
11200-1191,0.0,0,0,1,0
11500-100336031,299.95,2,0,0,142
11200-942,310.52,3,145,0,153
11200-946,174.5,3,390,0,228
11215-29,131.02,1,0,1,0
11215-100202461,0.0,0,0,0,0
11215-100216038,149.83,2,16,0,16
11215-100221671,199.86,2,17,0,13
11215-297,0.0,1,0,4,0
11215-298,24.75,2,0,1,0
11215-30,0.0,2,12,0,0
11215-301,0.0,2,0,1,0
11215-302,0.0,2,0,2,0
11215-100223178,188.43,2,24,0,17
11650-464,0.0,13,1212,0,0
11215-100223608,199.86,2,15,0,12
11320-48,0.0,0,0,7,0
11215-312,0.0,2,0,2,0
11215-313,0.0,2,0,2,0
11215-100224357,149.77,3,28,0,21
11215-317,0.0,2,0,2,0
11320-49,0.0,0,0,3,0
11215-327,0.0,2,0,0,0
11215-33,0.0,2,0,2,0
11215-331,0.0,2,0,2,0
11320-50,149.09,3,18,0,14
11215-334,0.0,1,0,1,0
11320-507,0.0,0,0,2,0
11215-337,0.0,2,0,2,0
11320-518,0.0,0,0,2,0
11215-340,43.76,2,0,1,0
11560-100259808,299.98,3,0,0,121
11710-175,70.48,3,0,0,44
11440-1185,0.0,6,0,4,0
11110-100218285,70.2,2,0,2,2
11230-388,0.0,3,7,0,0
11260-100252190,183.51,2,28,0,20
11710-155,160.28,2,0,4,8
11710-184,0.0,2,0,2,4
11710-185,0.0,1,6,0,0
11710-186,0.0,5,275,0,0
11710-193,191.73,2,0,3,16
11350-276,88.8,2,0,1,2
11710-221,70.02,2,0,0,2
11560-100225799,199.9588,2,28,0,14
11110-100180098,786.0,0,0,0,0
11590-1029,0.0,3,265,0,0
11260-7,187.26,16,1609,0,915
11560-100225840,198.88,2,24,0,15
11710-231,84.38,8,0,0,0
11710-233,73.74,5,0,0,68
11305-347,0.0,2,0,2,0
11560-1332,125.96,2,0,2,26
11590-727,257.99,4,247,0,323
11710-238,130.65,2,0,0,16
11140-926,0.0,0,0,1,0
11680-345,299.24,2,0,0,82
11710-272,0.0,2,104,0,0
11710-292,62.16,5,0,0,54
11710-295,0.0,1,0,0,0
11440-418,66.91,2,0,0,0
11710-297,0.0,3,0,3,0
11710-306,75.96,3,0,0,37
11710-310,0.0,2,0,0,0
11305-365,0.0,2,0,2,0
11305-366,0.0,2,0,2,0
11305-371,0.0,2,0,2,0
11305-379,0.0,3,0,3,0
11140-255,0.0,0,0,0,0
11140-258,0.0,0,0,1,0
11140-260,0.0,0,0,1,0
11710-314,0.0,2,18,0,13
11140-267,0.0,0,0,1,0
11140-268,0.0,0,0,0,0
11140-272,0.0,0,0,1,0
11710-315,0.0,2,0,0,0
11710-317,112.1,2,0,0,4
11140-277,0.0,0,0,1,0
11260-327,237.65,4,214,0,236
11140-280,0.0,0,0,1,0
11140-283,0.0,0,0,1,0
11710-322,56.18,2,0,0,0
11140-286,0.0,0,0,1,0
11140-287,0.0,0,0,1,0
11140-29,0.0,0,0,1,0
11140-291,0.0,0,0,1,0
11710-323,200.8,2,0,0,15
11410-59,237.68,4,235,0,269
11140-296,0.0,0,0,1,0
11500-100339452,199.59,3,26,0,21
11710-325,0.0,4,0,0,0
11620-390,1.73,4,0,2,7
11140-301,0.0,0,0,0,0
11140-302,0.0,0,0,0,0
11710-326,0.0,13,1422,0,0
11710-336,0.0,2,0,2,0
11260-111,0.0,2,0,2,0
11140-310,0.0,0,0,1,0
11140-313,0.0,0,0,1,0
11140-316,0.0,0,0,1,0
11140-327,0.0,0,0,1,0
11140-328,0.0,0,0,1,0
11290-1496,0.0,2,0,1,0
11230-769,0.0,0,0,2,0
11290-15,0.0,2,0,1,0
11230-77,0.0,0,0,2,0
11290-1502,0.0,2,0,2,0
11290-1508,0.0,3,0,3,0
11710-342,148.0,2,0,0,16
11710-352,0.0,0,0,0,0
11200-12,0.0,0,0,2,0
11710-377,67.27,2,0,0,48
11290-1514,0.0,7,0,5,0
11290-1525,0.0,2,0,2,0
11290-1526,0.0,2,0,2,0
11230-771,0.0,0,0,2,0
11290-1533,0.0,2,0,2,0
11230-772,0.0,0,0,2,0
11110-100214625,79.1178,2,0,1,0
11710-360,0.0,2,0,2,4
11290-1538,0.0,2,0,4,0
11215-724,99.29,2,0,0,270
11290-1552,0.0,2,0,2,0
11710-393,0.0,2,54,0,0
11290-1555,0.0,2,0,1,0
11710-397,0.0,2,0,0,0
11290-1580,0.0,2,0,2,0
11200-132,0.0,0,0,2,0
11290-1596,0.0,2,0,1,0
11200-134,0.0,0,0,2,0
11290-1597,0.0,2,0,2,0
11500-100211688,223.62,18,1421,0,1581
11710-401,185.35,2,0,0,20
11200-140,0.0,0,0,1,0
11650-450,265.32,6,646,0,416
11710-403,81.38,4,0,0,28
11710-416,74.73,3,0,0,68
11200-146,0.0,0,0,3,0
11200-147,0.0,0,0,2,0
11200-148,0.0,0,0,5,0
11710-417,0.0,2,0,2,0
11710-420,0.0,2,0,0,0
11200-152,0.0,0,0,0,0
11710-437,182.54,2,0,6,9
11200-154,0.0,0,0,1,0
11215-351,0.0,2,0,1,0
11215-352,0.0,2,0,6,0
11215-354,0.0,1,0,8,0
11215-355,0.0,1,0,3,0
11710-45,0.0,2,0,0,0
11710-452,0.0,3,0,2,4
11215-361,0.0,3,17,0,0
11215-362,79.45,2,18,0,6
11710-461,98.68,2,0,1,15
11710-462,50.28,2,0,0,0
11710-376,27.48,3,0,0,0
11290-100243036,280.78,6,513,0,587
11320-72,0.0,0,18,0,0
11710-473,0.0,3,0,2,0
11215-371,0.0,2,0,2,0
11215-374,0.0,2,19,0,0
11230-100241632,199.36,2,29,0,18
11710-477,0.0,2,0,1,0
11530-100250007,192.14,4,297,0,310
11215-380,0.0,2,0,6,0
11650-27,0.0,2,95,0,0
11710-479,0.0,2,120,0,0
11215-386,0.0,1,0,10,0
11710-480,0.0,2,12,0,0
11320-96,104.76,2,0,1,0
11215-391,0.0,2,0,2,0
11350-10,0.0,2,0,2,0
11410-121,106.2617,4,0,0,134
11200-100225357,199.95,2,29,0,20
11500-100232151,199.1,2,19,0,16
11500-414,156.94,2,0,1,8
11215-41,0.0,2,0,4,0
11215-412,0.0,2,0,1,0
11215-413,0.0,2,0,1,0
11215-418,0.0,3,20,0,0
11230-98,266.11,11,739,0,782
11710-491,0.0,2,36,0,0
11710-493,0.0,2,12,0,0
11305-100226612,188.65,11,615,0,716
11305-383,0.0,2,0,2,0
11710-667,0.0,2,0,2,0
11530-92,0.0,3,18,0,0
11590-100227145,198.03,4,44,0,34
11305-392,0.0,2,0,2,0
11305-395,0.0,2,0,2,0
11710-93,0.0,3,60,0,0
11470-100188028,208.02,5,241,0,488
11710-95,336.19,8,393,0,0
11470-100214565,199.81,2,20,0,16
11305-402,0.0,3,0,3,0
11110-100185480,174.24,6,112,0,375
11110-100194137,0.0,10,0,0,0
11710-471,2.54,3,0,0,0
11710-3,210.64,2,71,0,23
11710-30,0.0,2,19,0,0
11560-293,0.0,5,0,4,0
11230-100194366,389.22,4,157,0,298
11710-301,0.0,22,1512,0,0
11500-100204668,84.19,3,0,0,53
11710-302,0.0,4,330,0,0
11230-1248,0.0,18,0,0,681
11740-100288162,220.42,2,0,0,0
11560-294,0.0,2,0,0,0
11305-409,0.0,2,0,2,0
11740-334,249.72,3,226,0,76
11650-102,298.16,7,384,0,594
11305-413,0.0,2,0,2,0
11710-324,161.58,2,0,0,0
11305-447,0.0,2,0,2,0
11470-100182344,225.89,3,215,0,235
11305-448,0.0,9,0,9,0
11305-452,0.0,2,0,2,0
11305-453,0.0,2,0,2,0
11260-116,0.0,2,0,1,0
11530-100264648,30.15,2,0,0,6
11215-100211221,149.3,2,18,0,20
11110-796,0.0,2,0,1,0
11140-333,0.0,0,0,1,0
11140-334,0.0,0,0,1,0
11260-124,0.0,2,0,2,0
11200-131,0.0,0,0,1,0
11140-339,0.0,0,0,1,0
11530-100264687,206.85,3,33,0,27
11560-100257453,516.11,2,24,0,56
11260-145,0.0,4,0,3,0
11140-347,0.0,0,0,1,0
11140-352,0.0,0,0,1,0
11140-353,0.0,0,0,1,0
11140-355,0.0,0,0,1,0
11260-146,0.0,2,0,2,0
11140-360,0.0,0,0,1,0
11260-148,0.0,2,0,2,0
11260-150,0.0,2,0,2,0
11260-151,0.0,2,0,2,0
11140-369,0.0,0,0,1,0
11260-152,0.0,2,0,2,0
11320-100203641,154.16,2,20,0,16
11260-161,0.0,2,0,2,0
11710-343,75.05,3,0,0,21
11710-344,64.21,3,0,0,53
11710-347,19.04,19,0,0,1262
11290-100258250,195.05,2,29,0,21
11140-376,0.0,0,0,1,0
11260-167,0.0,2,0,2,0
11140-379,0.0,0,0,1,0
11305-528,234.72,15,1454,0,1166
11140-381,0.0,0,0,1,0
11140-383,0.0,0,0,1,0
11140-384,0.0,0,0,1,0
11140-385,0.0,0,0,1,0
11500-100202474,27.87,25,0,0,7175
11260-182,0.0,2,0,2,0
11260-185,0.0,2,0,2,0
11260-198,92.96,2,0,0,1
11200-158,0.0,0,0,1,0
11500-880,11.32,66,0,0,279
11290-1615,0.0,10,0,10,0
11590-682,0.0,2,0,1,0
11290-1619,0.0,2,0,2,0
11230-780,0.0,0,0,2,0
11230-781,0.0,0,0,2,0
11290-1621,0.0,2,0,2,0
11590-685,0.0,2,0,0,0
11590-692,0.0,2,12,0,0
11200-174,0.0,0,0,5,0
11290-1629,0.0,2,0,2,0
11530-100255527,249.8,3,24,0,72
11230-782,0.0,0,0,2,0
11200-181,0.0,0,0,6,0
11200-182,0.0,0,0,1,0
11530-169,316.43,29,2304,0,2776
11230-785,0.0,0,0,3,0
11590-695,0.0,4,42,0,0
11290-1636,0.0,2,0,2,0
11290-1641,0.0,2,0,2,0
11590-696,0.0,2,24,0,0
11290-1656,0.0,2,0,2,0
11200-197,0.0,0,0,8,0
11200-199,0.0,0,0,0,0
11350-282,299.75,2,88,0,98
11200-201,0.0,0,0,2,0
11290-1660,0.0,2,0,1,0
11590-698,0.0,2,12,0,0
11290-1668,0.0,2,0,2,0
11290-1674,0.0,3,0,3,0
11290-1680,0.0,2,0,2,0
11290-1681,0.0,4,2,3,0
11590-713,0.0,2,36,0,0
11590-675,0.0,2,0,1,0
11290-1683,0.0,2,0,2,0
11290-1689,0.0,3,0,3,0
11590-718,0.0,2,0,0,0
11590-726,0.0,2,0,0,0
11200-216,0.0,0,0,0,0
11620-490,0.0,2,0,0,0
11320-100215014,334.08,3,30,0,35
11620-492,0.0,0,0,0,0
11590-463,0.0,2,0,2,0
11620-496,0.0,6,336,0,0
11620-498,0.0,2,4,0,0
11320-100215074,334.1,3,30,0,35
11620-5,0.0,6,66,0,0
11410-100181619,0.0,2,0,2,0
11215-424,0.0,2,0,7,0
11215-425,0.0,2,0,2,0
11620-545,121.77,2,0,0,6
11650-100205372,243.7,9,1119,0,1684
11620-548,0.0,2,0,2,0
11620-552,0.0,2,0,0,7
11620-554,248.3,2,0,0,0
11350-100189233,49.92,2,0,1,0
11620-561,204.81,3,0,0,12
11215-435,0.0,3,0,2,0
11650-49,271.2,2,110,0,289
11350-109,0.0,4,0,4,0
11215-438,0.0,3,0,3,0
11620-563,52.54,3,0,0,4
11680-100219929,173.54,13,809,0,998
11620-566,175.49,4,0,0,27
11215-444,0.0,2,0,2,0
11680-100227089,159.26,16,1070,0,1157
11350-110,0.0,3,0,3,0
11500-100315672,195.03,2,20,0,17
11350-112,0.0,2,0,2,0
11215-450,0.0,1,0,0,0
11680-100228197,150.36,27,1304,0,1637
11620-568,0.0,2,60,0,0
11215-453,0.0,2,0,0,0
11620-571,0.0,2,19,0,0
11215-459,0.0,2,0,1,0
11350-115,0.0,2,0,2,0
11215-460,0.0,2,0,2,0
11215-464,0.0,2,0,4,0
11215-465,0.0,1,0,0,0
11215-467,0.0,1,14,0,0
11620-580,0.0,5,24,0,0
11620-582,0.0,2,48,0,0
11620-584,0.0,5,114,0,0
11215-468,0.0,1,43,0,0
11215-474,0.0,2,0,6,0
11710-100531202,196.2,2,20,0,16
11380-100293215,139.22,2,0,0,56
11500-100342852,241.64,2,78,0,63
11530-100264287,199.75,2,20,0,16
11650-100286955,176.1871,2,23,0,14
11680-188,201.98,5,330,0,0
11305-492,0.0,2,0,2,0
11500-100259892,259.0,37,2603,0,4418
11620-100283348,220.93,14,519,0,770
11740-106,0.0,3,0,0,23
11740-450,248.89,2,131,0,149
11305-506,0.0,2,0,2,0
11305-508,39.84,2,0,2,0
11305-51,0.0,3,0,3,0
11305-515,0.0,2,0,7,0
11140-912,0.0,2,0,1,0
11680-193,0.0,3,322,0,0
11305-516,60.57,2,0,1,0
11680-194,0.0,11,600,0,0
11530-100230153,299.78,2,0,0,57
11680-196,0.0,12,765,0,0
11260-171,0.0,2,0,2,0
11680-197,0.0,4,432,0,0
11260-173,0.0,2,0,8,0
11260-174,0.0,4,0,0,0
11260-177,0.0,2,0,6,0
11260-178,0.0,2,0,2,0
11680-198,0.0,4,388,0,0
11545-4,108.16,2,0,0,0
11710-228,224.9,23,0,0,3623
11440-100274223,194.0,2,27,0,20
11305-55,0.0,3,0,3,0
11680-201,0.0,6,170,0,0
11680-202,0.0,7,516,0,0
11305-554,0.0,2,0,2,0
11680-204,0.0,4,286,0,0
11680-205,0.0,10,936,0,0
11680-208,0.0,2,239,0,0
11140-401,0.0,0,0,1,0
11680-213,179.87,11,690,0,0
11140-403,0.0,0,0,1,0
11680-217,0.0,8,940,0,0
11680-219,0.0,6,421,0,0
11260-204,0.0,2,0,2,0
11260-21,0.0,7,0,33,0
11260-212,0.0,1,0,16,0
11140-410,0.0,0,0,1,0
11140-411,0.0,0,0,1,0
11260-215,0.0,2,0,2,0
11530-844,101.32,2,0,0,8
11140-419,0.0,0,0,1,0
11560-893,419.9,2,205,0,0
11710-362,0.0,2,12,0,0
11140-428,0.0,0,0,1,0
